author|contents|date|tags|title|tweetid|url
Sara Randazzo|"Years of contamination at a Southern California lead-acid battery-recycling plant caused severe health problems for local residents, including cancer and kidney failure, according to a new lawsuit.. The suit, brought against directors and officers of Exide Technologies was filed Monday in Los Angeles Superior Court. . Plaintiffs attorney Robert...
  "|Wed Dec 24 02:13:50 +0000 2014||Lawsuit: Battery Recycling Plant Caused Health Problems |5.475758494534861e+17|http://on.wsj.com/1Eaw9vj
Stephanie Armour|WASHINGTON—Almost 6.4 million people selected a health-care plan on the federal marketplace or were automatically re-enrolled in the first month of the Affordable Care Act’s open-enrollment season this fall, Health and Human Services Secretary Sylvia Mathews Burwell said Tuesday.. That figure compares with about 5.4 million people who had selected plans using the federal exchange in the original enrollment period of Oct. 1, 2013, through March 31, 2014.|Tue Dec 23 22:39:28 +0000 2014||RT @StephArmour1: ACA Enrollment On the Upswing |5.475219001012552e+17|http://on.wsj.com/1x8tU5k
||Tue Dec 23 20:36:05 +0000 2014||RT @stefaniei: Doctors react to Express Scripts discount deal for AbbVie's Hep C drug; not everyone's thrilled with tradeoff |5.47490852168532e+17|
||Tue Dec 23 20:35:29 +0000 2014||RT @TomBurtonWSJ: The FDA ends its decades-long ban on #blood donations from gay men; now ok if no sex with men in over a year. @WSJ |5.474907009177477e+17|
||Tue Dec 23 19:37:03 +0000 2014||RT @jonathanrockoff: Gilead's Robin Washington is @WSJ's 6th ranked CFO.  $GILD http://pbs.twimg.com/media/B5j6slrCcAA8eue.jpg|5.47475997168513e+17|http://www.wsj.com/articles/the-top-20-finance-chiefs-1419297855
Melinda Beck|"Reading on electronic devices before bedtime can disrupt the body’s circadian clock, making it harder to fall asleep and become alert in the morning, according to a study from Brigham and Women’s Hospital in Boston.. Sleep researchers have long warned that watching TV, working on a computer and other activities involving artificial light in the evening can disrupt sleep patterns. But the type of short-wavelength enriched light, also known as blue light, that many backlit devices emit is especially powerful at suppressing the...
  "|Tue Dec 23 17:03:20 +0000 2014||RT @stefaniei: The light that e-readers emit can disrupt our circadian clocks--and our sleep, study says.  |5.4743731101815194e+17|http://www.wsj.com/articles/open-the-book-close-the-e-reader-at-bedtime-1419272534
|The decision by Express Scripts to make the AbbVie hepatitis C treatment the exclusive option for patients with the most common type of the virus caused a ruckus on Wall Street, although the reaction among some doctors and patient advocates was mixed. For Gilead Sciences, the market leader in hepatitis C drugs, the move by the big pharmacy benefits manager was the proverbial bitter pill. Gilead shares plunged 14% to $92.90, wiping out more than $20 billion in market capitalization over expectations of a big hit to sales.. Ballparking the hepatitis C market, however, can be tricky, given the different forms of the disease, the recommended durations for the competing treatments and, most of all, the willingness of physicians to prescribe one drug instead of another. So we spoke to doctors, patient advocates and other drug-benefit providers to get their takes. And here’s what we found…|Tue Dec 23 15:30:40 +0000 2014||RT @joewalkerWSJ: Special Sale Price: Docs Divided Over Discount on AbbVie Hepatitis C Drug  via @WSJ|5.474139901007012e+17|http://on.wsj.com/1zXtktu
Laura Landro|"Patients with serious illnesses need medical treatments to survive. But they are increasingly taking advantage of the specialty known as palliative care, which offers day-to-day relief from symptoms as well as stress and lifestyle management.. Though often regarded as only for older patients with terminal illness before they enter hospice programs at the end of life, palliative care is increasingly being offered to patients of any age with a range of chronic illnesses such as cancer, multiple sclerosis and Parkinson’s. It may...
  "|Tue Dec 23 14:28:12 +0000 2014||RT @stefaniei: The new palliative care helps those with serious illness go about their lives--and still pursue cure. �|5.473982722233016e+17|http://www.wsj.com/articles/patients-turn-to-palliative-care-for-relief-from-serious-illness-1419288669
||Tue Dec 23 14:20:52 +0000 2014||RT @TomBurtonWSJ: Bristol-Myers skin #cancer drug, which works through the immune system, gets FDA approval. @WSJ @ronwinslow  |5.473964256390062e+17|
||Tue Dec 23 14:19:49 +0000 2014||RT @ShirleySWangWSJ: The challenging task of predicting which strains of flu will hit in the upcoming season, my latest Lab. |5.4739616207314534e+17|
|And now, time for a vacation. Hard to believe, yes? But even we take a few days off now and then. While we always have our laptop with us and will, periodically, check on interesting developments, our regular routine will not resume until the new year. However – there is usually a ‘however,’ yes? – some of our colleagues will be on hand and may post an item now and then.. After all, the world will continue to spin, no matter what. So do keep watch. You wouldn’t want to miss something interesting, would you?Meanwhile, we wish you all a very happy holiday – whatever you celebrate – and that you have a chance to catch up on some fun things and enjoy life. Have a great time, everyone. But before we go, here are some tidbits…|Tue Dec 23 14:16:55 +0000 2014||RT @pharmalot: Pharmalot.. Pharmalittle. Good Morning... headlines, coffee &amp; holidays..  #pharma $CVD $AEGR $BMY $LLY�|5.473954329730908e+17|http://blogs.wsj.com/pharmalot/2014/12/23/happy-holidays-from-pharmalot-and-the-pharmalittles/
Sumathi Reddy|"Many parents believe chubbiness in babies is a bragging right. And traditional clinical practice often focuses on making sure infants are gaining enough weight, not worrying about whether it is too much.. But babies who top the charts and gain weight too rapidly may be at a greater risk for obesity, metabolic syndrome and cardiovascular risk-factors at later ages, studies show.. “There’s...
  "|Tue Dec 23 14:16:08 +0000 2014||RT @rddysum: Next up on the obesity front: babies? This week's column:  via @WSJ|5.4739523567302246e+17|http://www.wsj.com/articles/for-babies-bigger-isnt-always-better-1419279684
Ron Winslow|U.S. regulators Monday approved Bristol-Myers Squibb Co.’s Opdivo for advanced skin cancer, the latest drug to reach the market in the emerging field of cancer immunotherapy.. The decision by the Food and Drug Administration means Bristol-Myers now has two drugs on the market that work by unleashing the body’s immune system to attack tumors, helping to solidify the company’s lead in an area of cancer treatment that has drawn wide interest across the pharmaceutical industry.|Tue Dec 23 03:59:13 +0000 2014||U.S. Approves Skin Cancer Treatment |5.472399830654853e+17|http://on.wsj.com/1vit3vG
Melinda Beck|"Reading on electronic devices before bedtime can disrupt the body’s circadian clock, making it harder to fall asleep and become alert in the morning, according to a study from Brigham and Women’s Hospital in Boston.. Sleep researchers have long warned that watching TV, working on a computer and other activities involving artificial light in the evening can disrupt sleep patterns. But the type of short-wavelength enriched light, also known as blue light, that many backlit devices emit is especially powerful at suppressing the...
  "|Mon Dec 22 20:59:43 +0000 2014||RT @stefaniei: Think reading helps you fall asleep? Not if you're using a backlit electronic reader, study says.  @me�|5.471344102028411e+17|http://www.wsj.com/articles/open-the-book-close-the-e-reader-at-bedtime-1419272534
||Mon Dec 22 20:50:40 +0000 2014||RT @brkend: King v. Burwell #SCOTUS case on Obamacare insurance subsidies to be argued March 4.|5.471321329306419e+17|
|After months of anticipation, the hepatitis C price wars are finally getting under way. As of today, Express Scripts, the largest pharmacy benefits manager in the U.S., is making the newly approved treatment from AbbVie its exclusive option for patients with the most prevalent form of the chronic disease, which is known as genotype 1. This covers about 75% of the estimated 3.2 million Americans who are infected.. The decision will quickly change the calculus for one of the most closely watched markets in the pharmaceutical industry, since other payers will now look for similar deals. Some Wall Street analysts expect worldwide sales of hepatitis C treatments, led by a pair of medications sold by Gilead Sciences, to reach as much as $20 billion in revenue next year thanks to pent-up demand for new treatments.|Mon Dec 22 15:56:26 +0000 2014||RT @pharmalot: The Hepatitis C price war begins: what the Express Scripts move means..  #pharma $GILD $ABBV $ESRX #he�|5.4705808679685734e+17|http://blogs.wsj.com/pharmalot/2014/12/22/the-hepatitis-c-price-wars-begin-what-the-express-scripts-move-means/
||Mon Dec 22 14:41:12 +0000 2014||RT @stefaniei: Meet cyber-Santa via app or Facetime, #hohoho. But sociologists ponder, is social media changing the magic of Xmas? |5.47039153842815e+17|
||Mon Dec 22 14:23:17 +0000 2014||RT @jonathanrockoff: $ESRX excludes $GILD #hepatitisC drugs from national formulary, favoring $ABBV's Viekira Pak. Unspecified discount.  h�|5.47034646253695e+17|
||Mon Dec 22 14:20:50 +0000 2014||RT @stefaniei: Choice v cost: the big tradeoff in healthcare. Express Scripts' AbbVie deal will block access to other hep c drugs. |5.47034029670015e+17|
|Good morning, everyone, and welcome to an abbreviated working week. The holiday season is here, as you know, so our dispatches will peter out in a few days but for now, the world continues to spin. And so, we are engaging in our usual routine of brewing cups of stimulation and foraging for interesting items. Have one to share? Drop us a line. Meanwhile, time to get to work, or at least keep up on our busy world. Hope you have a nice day and do stay in touch…. Express Scripts, the largest pharmacy benefits manager in the U.S., will make the new AbbVie hepatitis C treatment as the exclusive option for patients with the most common form of the disease; Next week, Walgreen shareholders will vote on whether to complete a merger with Alliance Boots, transforming the U.S operator into a global player doing business in more than 10 countries and 11,000 locations, but the deal hardly looks like a takeover; and a disgraced Japanese researcher has failed to replicate results hailed as a potential breakthrough in stem-cell treatment and efforts to do so will be abandoned.|Mon Dec 22 14:20:18 +0000 2014||RT @pharmalot: Pharmalot.. Pharmalittle.. Good Morning.. lots of headlines for a holiday week..  #pharma $GILD $ABBV �|5.470338940052767e+17|http://blogs.wsj.com/pharmalot/2014/12/22/pharmalot-pharmalittle-were-reading-about-abbvie-gilead-and-much-more/
Joseph Walker|A Food and Drug Administration rebuke of televised comments made by Aegerion Pharmaceuticals Inc.’s CEO—which led the company to air a TV commercial correcting the statements—was prompted by complaints from a government drug reviewer, according to emails viewed by The Wall Street Journal. . The emails shed light on the regulator’s oversight of marketing in the Internet age, where comments that might have aired once and been forgotten in the past can now easily be retrieved through a Google search. |Mon Dec 22 14:19:58 +0000 2014||RT @joewalkerWSJ: FDA watches CNBC too: The backstory on reprimand of Aegerion Pharma CEO  http://pbs.twimg.com/media/B5bTNQ5CQAEEqhk.jpg|5.470338092509471e+17|http://www.wsj.com/articles/fda-oversight-in-the-internet-age-1419210400
Joseph Walker|The largest manager of U.S. prescription-drug benefits is taking sides in a fight between new hepatitis C treatments that cost close to $100,000 per patient..  Express Scripts Holding Co. will make an AbbVie Inc. drug the exclusive option for patients with the most common form of hepatitis C. The move will help the drug maker take market share from Gilead Sciences Inc., which makes the blockbuster Sovaldi, but is likely to be controversial for limiting doctors’ and patients’ treatment choices. |Mon Dec 22 05:44:43 +0000 2014||New Hepatitis C Drug Gets Helping Hand |5.469041450519306e+17|http://on.wsj.com/1HnGVdQ
James R. Hagerty|On a typical day in the U.S., a dozen people die in motorcycle accidents. An increasing number of them are baby boomers.. Though the overall U.S. motorcycle toll appears to have leveled off in recent years, deaths have risen among older riders as more of them hit the road. Those 55- to 64-years-old accounted for 16.3% of motorcycle crash deaths in 2013, the latest year for which that breakdown is available. That was down from 17.2% in 2012 but up from 9.3% a decade earlier and less than 3% in the early 1990s.|Mon Dec 22 01:29:20 +0000 2014||Uneasy Rider: Boomer Deaths in Motorcycle Crashes Jump |5.468398723259597e+17|http://on.wsj.com/1JFIurz
Joseph Walker|A Food and Drug Administration rebuke of televised comments made by Aegerion Pharmaceuticals Inc.’s CEO—which led the company to air a TV commercial correcting the statements—was prompted by complaints from a government drug reviewer, according to emails viewed by The Wall Street Journal. . The emails shed light on the regulator’s oversight of marketing in the Internet age, where comments that might have aired once and been forgotten in the past can now easily be retrieved through a Google search. |Mon Dec 22 01:29:19 +0000 2014||FDA Oversight in the Internet Age |5.4683987163808154e+17|http://on.wsj.com/1Cr8Qsu
Joseph Walker|"In what regulators called the latest advance in the development of personalized medicine, the U.S. Food and Drug Administration on Friday approved the first drug to treat cases of ovarian cancer linked to specific genetic mutations.. The drug, made by AstraZeneca PLC, was approved for women with defective genes, known as BRCA1 and BRCA2, who have advanced ovarian cancer. The mutations, first discovered in the mid-1990s, are linked to as many as 15% of all ovarian cancers and up to 10% of all breast cancers. Last year, actress...
  "|Sat Dec 20 02:31:03 +0000 2014||FDA Approves AstraZeneca Ovarian Cancer Drug |5.461306289958707e+17|http://on.wsj.com/13L7T2S
Peter Loftus|"U.S. regulators on Friday approved AbbVie Inc.’s new multidrug regimen for hepatitis C, the latest in a wave of new medicines that is transforming treatment of the liver disease.. The U.S. Food and Drug Administration approved AbbVie’s Viekira Pak, an all-oral cocktail of several drugs that cured more than 90% of people with the most common subtype of hepatitis C in the U.S., genotype 1, in clinical trials. The regimen consists of several pills taken daily for about 12 weeks for most patients, eliminating the need for an older...
  "|Fri Dec 19 23:39:34 +0000 2014||FDA Backs AbbVie's Hepatitis Treatment |5.460874742759424e+17|http://on.wsj.com/1CeYg7U
Joseph Walker|"In what regulators called the latest advance in the development of personalized medicine, the U.S. Food and Drug Administration on Friday approved the first drug to treat cases of ovarian cancer linked to specific genetic mutations.. The drug, made by AstraZeneca PLC, was approved for women with defective genes, known as BRCA1 and BRCA2, who have advanced ovarian cancer. The mutations, first discovered in the mid-1990s, are linked to as many as 15% of all ovarian cancers and up to 10% of all breast cancers. Last year, actress...
  "|Fri Dec 19 23:37:05 +0000 2014||RT @joewalkerWSJ: AstraZeneca wins FDA approval for 1st drug to treat BRCA-linked cancer  $MYGN #parpinhibitor |5.4608685023522e+17|http://www.wsj.com/articles/astrazeneca-gets-fda-approval-for-ovarian-cancer-drug-1419027132
Peter Loftus|"U.S. regulators on Friday approved AbbVie Inc.’s new multidrug regimen for hepatitis C, the latest in a wave of new medicines that is transforming treatment of the liver disease.. The U.S. Food and Drug Administration approved AbbVie’s Viekira Pak, an all-oral cocktail of several drugs that cured more than 90% of people with the most common subtype of hepatitis C in the U.S., genotype 1, in clinical trials. The regimen consists of several pills taken daily for about 12 weeks for most patients, eliminating the need for an older...
  "|Fri Dec 19 23:36:42 +0000 2014||RT @Loftus: Updated story with $83k/patient price of AbbVie's new HepC treatment Viekira Pak $ABBV  via @WSJ|5.4608675175714e+17|http://www.wsj.com/articles/fda-approves-abbvies-hepatitis-treatment-1419019392
||Fri Dec 19 23:16:16 +0000 2014||RT @Loftus: AbbVie plans to charge $83,319 per patient for standard 12-week treatment with new HepC drug Viekira Pak, I am told $ABBV|5.460816100353925e+17|
||Fri Dec 19 21:50:50 +0000 2014||RT @stefaniei: In which Merck tried but failed to make the outcome of Cubicin litigation part of its deal to buy Cubist. �|5.460601130319872e+17|http://t.co/II33EQ
||Fri Dec 19 20:26:07 +0000 2014||RT @Loftus: AbbVie $ABBV gets FDA green light to start selling its hepatitis C regimen, to be branded 'Viekira Pak': |5.4603878998318285e+17|http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427530.htm
Chelsey Dulaney|"Juno Therapeutics Inc. shares surged 46% in their market debut Friday, after a flurry of demand for the year’s last expected new offering led the biotech firm to price above its already-boosted range. . Juno, which develops cancer treatments that use the body’s own immune system to fight the disease, began trading Friday on the Nasdaq at $39 a share, after pricing 11 million shares at $24.. Shares...
  "|Fri Dec 19 19:06:59 +0000 2014||RT @Loftus: Shares of cancer drug developer Juno Therapeutics up 60% in their market debut  via @WSJ @chelseydulaney �|5.460188783428362e+17|http://on.wsj.com/1sOTVs7
||Fri Dec 19 18:21:41 +0000 2014||RT @stefaniei: Must see WSJ TV: Is getting zapped with electrodes just like labor pains?  http://pbs.twimg.com/media/B5O271vCIAAyVof.jpg|5.4600747783448576e+17|http://on.wsj.com/1wIKg5V
||Fri Dec 19 16:37:21 +0000 2014||RT @MelindaBeckWSJ: Medicare cuts pay to doctors, hospitals over EMRs as sticks replace carrots in health laws. Next up: PQRS. |5.459812186896548e+17|
||Fri Dec 19 16:31:44 +0000 2014||RT @stefaniei: Labor pain camp. That's right. In China, electrodes help give expectant dads a taste of wives' experience. |5.459798092441354e+17|
Melinda Beck|More than 257,000 U.S. doctors will see their Medicare payments cut by 1% next year because they didn’t meet federal goals for using electronic medical records, said the Centers for Medicare and Medicaid Services.. Some 28,000 providers will be docked another 1% of Medicare pay for not prescribing medications electronically. About 200 hospitals were informed in October that they also will lose 1% of their Medicare payments in 2015 for missing a deadline for EMR use.|Fri Dec 19 14:17:55 +0000 2014||RT @stefaniei: Medicare to cut payments to some doctors and hospitals for not meeting meaningful use standards.  via �|5.4594613151637504e+17|http://on.wsj.com/1sMSHxx
|Hired someone new and exciting? Promoted a rising star? Finally solved that hard-to-fill spot? Share the news with us and we’ll share it with others. That’s right. . . Don’t be shy. Everyone wants to know who is coming and going, especially with all the ongoing layoffs. Despite the downsizing, there is movement. Here are some of the latest comings and goings. Recognize anyone?|Fri Dec 19 14:17:19 +0000 2014||RT @pharmalot: Up and Down the Ladder: Job Changes.. the latest comings &amp; goings.. recognize anyone?  #pharma $GILD $�|5.459459784997847e+17|http://blogs.wsj.com/pharmalot/2014/12/19/up-and-down-the-ladder-the-latest-comings-and-goings-at-gilead/
|Once again, another working week is about to draw to a close. Of course, the holiday break is just around the corner, as well. So what better time to start daydreaming about things to do? Our calendar is filled with possibilities, but topping the list is promenading with Mrs. Pharmalot, spending time with the short people and Pharmalot ancestors, and catching up on some reading between sojourns. And what about you? This is, of course, a nice time to catch up with special folks, see some sights and take stock. To paraphrase George Burns, you should look forward to the future, because you can expect to spend some time there. Whatever you do, have a lovely time. But be safe. See you soon…. Roche disclosed that a late-stage study of its Kadcyla breast cancer drug failed to yield superior results to its existing Herceptin treatment, damaging the outlook for stronger sales in one of its key markets; and Roche also reported that a trial of an experimental Alzheimer’s medicine yielded disappointing results, adding to a long list of failures in the effort to find a treatment for the leading cause of dementia; and China promised to speed up imports of drug and devices from the U.S. and enforce its anti-monopoly laws equally among Chinese and foreign companies.|Fri Dec 19 14:14:11 +0000 2014||RT @pharmalot: Pharmalot.. Pharmalittle.. As the Weekend Nears... headlines &amp; holiday daydreams..  #pharma #alzheimer�|5.459451914050724e+17|http://blogs.wsj.com/pharmalot/2014/12/19/pharmalot-pharmalittle-as-the-weekend-nears-were-reading-about-roche-fda-drones-and-lots-more/
Alexander Martin|"TOKYO—Japan’s Riken research institute said Friday that efforts to reproduce results of what was once billed as a groundbreaking method of creating stem cells have failed, likely bringing to a close a scandal that rocked the scientific community.. The government-backed institute said it would end attempts by embattled researcher Haruko Obokata and others to reproduce the method that was first published in the scientific journal Nature in January. Since then, the papers were retracted, after Riken found research misconduct,...
  "|Fri Dec 19 05:15:56 +0000 2014||Japanese Institute Fails to Reproduce Stem-Cell Results |5.458097385170657e+17|http://on.wsj.com/1v6iV9w
Ed Silverman|"Ever since Gilead Sciences began selling its Sovaldi hepatitis C treatment, there has been controversy over the price. State Medicaid directors have struggled to restrict usage. A congressional hearing was held. And at one point, the nation’s biggest pharmacy benefit manager urged companies and health plans to switch to medicines made by rival companies once those drugs are approved.. But the Southeastern Pennsylvania Transportation Authority has decided on a different tack. The transit agency, which serves the greater Philadelphia...
  "|Fri Dec 19 05:15:56 +0000 2014||Lawsuit Alleges Price Gouging by Maker of Hepatitis Drug |5.4580973779983155e+17|http://on.wsj.com/1wq9N3I
Melinda Beck|More than 257,000 U.S. doctors will see their Medicare payments cut by 1% next year because they didn’t meet federal goals for using electronic medical records, said the Centers for Medicare and Medicaid Services.. Some 28,000 providers will be docked another 1% of Medicare pay for not prescribing medications electronically. About 200 hospitals were informed in October that they also will lose 1% of their Medicare payments in 2015 for missing a deadline for EMR use.|Fri Dec 19 05:15:56 +0000 2014||Medicare to Cut Payments to Some Doctors, Hospitals |5.458097371077796e+17|http://on.wsj.com/1wq9MNq
Peter Loftus|"Fresh off a failed takeover bid that would have lowered its taxes and diversified its product lineup, drug maker AbbVie Inc. is hoping for a Christmas gift: regulatory approval of its first significant new product in a decade.. The North Chicago, Ill., company is awaiting a decision from the U.S. Food and Drug Administration this month about whether it can start marketing a multidrug regimen for the liver disease hepatitis C.. The...
  "|Thu Dec 18 23:09:56 +0000 2014||RT @joewalkerWSJ: AbbVie, the house Humira built, awaits FDA approval for next blockbuster hepatitis C drug  |5.457176309137531e+17|http://www.wsj.com/articles/abbvie-pins-hopes-on-hepatitis-c-treatment-1418855059
|In the struggle between pragmatism and ideology over Medicaid expansion in red states, pragmatism may slowly be winning. Gov. . ‘s announcement Monday of his .  under the .  makes Tennessee the 10th state with a Republican governor to expand the program (if the state legislature approves the plan). The others are Arizona, Iowa, Michigan, Nevada, New Jersey, New Mexico, North Dakota, Ohio, and Pennsylvania (which just .  but expanded the program under a Republican). The governors of Indiana, Wyoming and Utah have also announced plans to expand.. Many of these states are or will be negotiating with the Obama administration to expand Medicaid coverage for adults in ways that match their more conservative policy preferences and allow elected officials who opposed the health-care law to continue to distance themselves from Obamacare.|Thu Dec 18 15:53:01 +0000 2014||RT @WSJThinkTank: .@KaiserFamFound's Drew Altman on Medicaid expansion in red states, including Tennessee:  |5.456076772805304e+17|http://on.wsj.com/1sD729Y
Gautam Naik|Global life expectancy for men and women has increased by about six years over the past two decades, according to one of the most comprehensive studies of global health done so far. . The rise in global life expectancy is mainly the result of dramatic advances in health care. In richer countries longer lifespans are spurred by a big drop in deaths related to heart disease, while poorer countries have seen big declines in the death of children from ailments such as pneumonia, diarrhea and malaria.|Thu Dec 18 14:24:32 +0000 2014||RT @stefaniei: Global life expectancy rose. See who are the longest-lived (it's not US).  http://pbs.twimg.com/media/B5JOa_8CQAA_MGp.jpg|5.455854100980941e+17|http://on.wsj.com/1sHeaaW
Peter Loftus|"Fresh off a failed takeover bid that would have lowered its taxes and diversified its product lineup, drug maker AbbVie Inc. is hoping for a Christmas gift: regulatory approval of its first significant new product in a decade.. The North Chicago, Ill., company is awaiting a decision from the U.S. Food and Drug Administration this month about whether it can start marketing a multidrug regimen for the liver disease hepatitis C.. The...
  "|Thu Dec 18 14:12:29 +0000 2014||RT @stefaniei: Waiting game: AbbVie pins hopes on FDA giving the nod to its hepatitis C treatment.  via @Loftus|5.4558237608955085e+17|http://on.wsj.com/1AqHUaU
||Thu Dec 18 14:10:31 +0000 2014||RT @TomBurtonWSJ: Glimmer of Hope: The most positive #stroke news in years. My story on the Dutch stent-retriever trial @WSJ |5.4558187919457894e+17|
