author|contents|date|tags|title|tweetid|url
Kate Kelland|LONDON (Reuters) - Older people at risk of dementia who follow advice on healthy eating, exercise and brain-training can slow down cognitive decline, particularly in their ability to organize and regulate thought processes, researchers said on Thursday. . In the first randomized controlled trial of its kind, the scientists found that two years of intensive guidance for people aged 60 to 77 led to some striking differences in the brain’s capabilities in so-called executive function and processing. . While previous research has shown links between cognitive decline and factors such as diet, heart health and fitness, this trial was the first using a gold-standard design of a “control” group versus a “treatment” group to show that addressing those risk factors might slow or prevent deterioration. . Cognitive decline can be a precursor to dementia, a brain wasting disease that is becoming ever more prevalent as populations age.  . Cases of Alzheimer’s, the most common form, and other types of dementia are expected to triple to around 135 million worldwide by 2050, according to the campaign group Alzheimer’s Disease International. . To see whether health guidance might slow cognitive decline, researchers from Sweden’s Karolinska Institute and from Finland’s National Institute for Health and Welfare and University of Eastern Finland recruited 1,260 60 to 77 year-olds and randomly allocated half to an intensive guidance group and half to a control group given only routine health advice. . The study was published in the Lancet medical journal. . The intensive advice consisted of regular meetings over two years with doctors other health professionals who gave comprehensive advice on eating healthily, taking exercise engaging in brain training and having regular tests to check blood pressure and other risk factors. . After two years, participants’ mental functions were scored using a standard test, the Neuropsychological Test Battery. . Overall scores in the intervention group were 25 percent higher than in the control group, and for some elements of the test, such as executive functioning and processing speed, they were dramatically higher, at 83 percent and 150 percent respectively. . Miia Kivipelto, a Karolinska institute professor who co-led the study, said it showed how “an intensive program aimed at addressing these risk factors might be able to prevent cognitive decline in elderly people who are at risk of dementia.” . The study participants will now be followed for at least seven years to see whether the diminished cognitive decline in the guidance group translates into fewer cases of dementia and Alzheimer’s.|Thu Mar 12 00:36:43 +0000 2015||Brain-training, exercise, diet keep elderly mental decline at bay |5.758176610132132e+17|http://reut.rs/1D7Ibox
Janice Neumann|(Reuters Health) - Tumor tests, genetic risk analyses and other products or services sold online as personalized cancer medicine are often not backed by evidence, according to a new U.S. study. . Researchers say the websites touting products or advice also tend to promote the benefits of their services far more often than they note the limitations. . “I think that’s one of the challenges . . . it’s hard to know which sites are ones that are marketing tests that are really helpful, and which sites are marketing tests or services that aren’t helpful,” said Dr. Stacy W. Gray, a medical oncologist at Dana-Farber Cancer Institute in Boston who led the study. “It’s hard to know which are which.” . Gray, who is also an assistant professor of medicine at Harvard Medical School, said she and a coauthor had noticed that many of their patients asked questions about information they found on cancer care web sites.   . “Knowing this is a fairly common thing, we wanted to better understand the Internet marketing landscape to see what patients might encounter online,” Gray said. “Studies over the last few years have shown in other contexts, not cancer, exaggerated claims that don’t match scientific evidence, so we wanted to evaluate what kinds of things are being marketed in cancer.” . So-called personal cancer medicine on the Internet includes analysis of tumor tissues, help interpreting tumor data or advice on the best treatments for an individual’s tumor, as well as testing for cancer risk. . Gray and her colleagues note in JNCI Journal of the National Cancer Institute that tests for inherited risk for developing certain cancers, or those that examine cancer cells have the potential to significantly improve cancer treatment. But because most cancer tests are not regulated by the Food and Drug Administration, some of the products being advertised don’t have proven benefits. . The researchers screened 4,910 websites, using search terms like personalized cancer medicine, individualized cancer treatment or targeted cancer care on Google, Yahoo and Bing, as well as gathering sites from scientific literature and conferences. They focused on the top 55 websites that matched their criteria for the study. . Most of the websites researchers found were commercially sponsored (56 percent), while others were promoted by academic institutions (20 percent), private institutions (15 percent) and individual doctors (2 percent).   . Some of the commercial sites offered guidance about discussing their products with doctors, while a small percentage also included a directory of doctors who might provide their tests or services.   . An expert panel helped determine whether the advertised tests had enough evidence to back-up claims of helping to treat cancer. For example, if large randomized controlled trials or large analyses of such trials found the tests effective, the panel considered the information trustworthy.  . The panel found that a minority of websites (28 percent) sold tests they would endorse.   . Half of the commercial websites included test prices, which ranged from $99 to $13,000. And while 85 percent of the websites described benefits of their products, only 27 percent specified potential limitations.     . “The take home message for patients and doctors is that they need to be careful and critically evaluate what they see online,” Gray told Reuters Health. “If patients encounter things online they’re curious about, they should talk to their providers about whether those tests are helpful.” . Dr. Ben Park, an oncologist at the Johns Hopkins Sidney Kimmel Comprehensive Cancer Center in Baltimore said the study uncovered important information for patients and doctors. . “This study goes a long way into letting patients and physicians know that much of what is sold had not been truly validated,” said Park. “I think many in our business are aware of the over promise of these tests and the advertisements that accompany them.” . But Park noted that measuring the quality of the web sites was difficult because they were so different from one another.  . “It’s also difficult to impossible to track outcome data since usually there is never follow-up after testing and/or the information could violate HIPAA (federal health) regulations,” he told Reuters Health in an email. . More testing is needed to gauge the effectiveness of personalized testing for cancer, Park said. “To take discovery research into clinical practice takes years to decades of further research and validation. This is no different than how a new drug gets put through multiple levels of clinical testing, yet for some reason, many such steps have been ‘skipped’ for personalized medicine testing.” . SOURCE: .  JNCI: Journal of the National Cancer Institute, online March 5, 2015.|Wed Mar 11 22:23:51 +0000 2015||Online offers of personalized cancer medicine may not be trustworthy |5.7578422434883174e+17|http://reut.rs/1D7hAYG
Andrew  M. Seaman|By Andrew  M. Seaman . (Reuters Health) - Women who enter menopause at a normal age won’t get much of a heart benefit from taking hormones, according to a fresh look at some past research. . There were some modest benefits among women who took hormones within the first 10 years of menopause, but they also had an increased risk of blood clots, which can cause strokes or travel to the lungs. . The results don’t mean there is no place for hormones after menopause, said Dr. Adrienne Bonham, who was not involved with the analysis. “It’s just that if you’re doing it to prevent cardiovascular disease, you shouldn’t be doing that.” . It’s also important to note that the results do not apply to women who enter menopause prematurely, for example in their 30s, said Bonham, the head of obstetrics and gynecology at the University of Rochester Medical Center in New York. . The fact that a woman’s estrogen and progesterone levels fall after menopause, while her heart disease risk rises, originally led to the idea that hormone replacement therapy might protect against heart risks. . In the late 1990s and early 2000s, large, rigorous studies found that hormone replacement did not protect against heart disease after menopause. In fact, one study ended early when researchers saw that estrogen plus progestin appeared to increase the risks of stroke, heart disease and breast cancer. . The American College of Obstetrics and Gynecology does not recommend the use of hormones after menopause to prevent heart disease. However, women in early menopause without heart disease may consider hormones to help with menopause symptoms. . In recent years, additional evidence has suggested there may be some benefit from hormones for the heart health of women when they first enter menopause, said Dr. Henry Boardman from the University of Oxford, who led the new analysis. . To assess the question, the researchers combined results from 19 randomized trials that included 40,410 women from several countries. About half took some sort of hormone therapy and the other half took a placebo for comparison.  . The women had all gone through menopause and were followed for anywhere from seven months to a little over 10 years. . Overall, there was no evidence that taking hormones prevented heart disease or its complications in women with or without existing heart disease. If anything, it appeared to increase the risk of stroke, according to findings published by The Cochrane Collaboration, an international organization that evaluates medical research. . “These confirm existing national and international guidelines that hormone therapy should not be taken to prevent cardiovascular disease,” Boardman said. . To evaluate the question known as the “timing hypothesis” about a possible benefit from hormones for heart health among women when they first enter menopause, the researchers looked at data on those who took hormones in the first 10 years after menopause. . According to Boardman, the results suggested that if 1,000 women under age 60 were taking hormones over seven years, there would be six fewer deaths and eight fewer cases of heart disease, but also five more cases of blood clots, compared to similar women not taking hormones. . He said the results among these younger women should also be interpreted with caution, because the data weren’t originally intended to evaluate the “timing hypothesis.” . “I think the results raise interesting questions,” he said. “There is valid scientific hypothesis underpinning this. I hope this review leads to further research.” . Boardman said it’s important that women and their healthcare providers have the best information to determine whether hormone therapy is the right treatment. . Different groups of women have different risk factors, said Bonham, who added that most doctors – especially specialists – are knowledgeable about the risk and benefits. . SOURCE: .  The Cochrane Library, online March 10, 2015.|Wed Mar 11 21:29:40 +0000 2015||Hormones still largely no help to heart after menopause |5.757705875970048e+17|http://reut.rs/1D74XNh
Caroline Humer|WASHINGTON (Reuters) - The entry of copycat biotech drugs into the U.S. market could cut prices of expensive medications by 40 percent to 50 percent, depending on the level of competition among drugmakers, a top executive at CVS Health Corp told Reuters. . CVS is one of the largest U.S. pharmacy benefit managers and, along with rival Express Scripts, has put unprecedented pressure on global pharmaceutical makers to lower prices for its clients. . The comments by CVS Health Chief Medical Officer Troyen Brennan suggest U.S. drug benefit managers will be pressing for much steeper discounts on new biosimilar drugs than the 20 percent to 30 percent widely expected by Wall Street. . Depending on how similar treatments are, and on demand from doctors and patients, biosimilar pricing could more closely track the face-off among branded drugs, Brennan said in an interview on Wednesday. . Generic versions of traditional pharmaceuticals can usher in discounts of as much as 98 percent. Biosimilars retain a much higher margin due to their more complicated manufacturing process, which can create a new version of a biotechnology drug but not an exact copy. . “As a result of that, with these new ones coming on we are probably going to be seeing something that looks like more of a situation where there are multiple brands,” Brennan said. “In the past that didn’t give you 98 percent discounts. In the past, that would give you 40 to 50 percent discounts.”  . The U.S. Food and Drug Administration approved on Friday the first biosimilar drug for use in the country, a copy of Amgen Inc’s Neupogen cancer treatment that was made by Novartis. Pricing on the biosimilar has yet to be determined. . Drugmakers that are racing to develop biosimilars include Pfizer Inc and Hospira Inc. In Europe, Hospira already sells copycat versions of Neupogen and Merck & Co’s and Johnson & Johnson Inc’s arthritis drug Remicade. Other biosimilar players include Amgen, Biogen Idec, Teva Pharmaceuticals Industries and Mylan Inc. . Biologic drugs have already been approved in Europe, but pricing varies as each country has a role in negotiating drug costs. . Earlier this year, Express Scripts and CVS pitted two novel treatments for hepatitis C against each other to wrest large price cuts from their manufacturers, Gilead Sciences Inc and AbbVie Inc.  . Brennan said they are likely to use similar tactics as more biosimilars enter the marketplace. That could mean excluding one of the drugs from their reimbursement list for most patients, requiring patients to try the less expensive treatment first or insisting they give prior approval before a patient begins the medication based on their specific medical history, he explained. . Brennan sees competitive pressure ahead for drugs that treat auto-immune disorders like rheumatoid arthritis, Crohn’s disease and colitis. . AbbVie’s Humira for arthritis and Remicade are billion-dollar biotech franchises that are close to facing biosimilar versions made by others.  . Express Scripts estimates that about $250 billion could be saved in the next decade if biosimilars for 11 different biological drugs are approved in the United States as expected.  . “Whenever you are engaging in greater competition, we should be able to take advantage of that to get a lower price,” Brennan said. |Wed Mar 11 21:14:04 +0000 2015||Exclusive: CVS says biotech drug copies may bring price cuts of 40-50 percent |5.7576666186685645e+17|http://reut.rs/1B5DZyE
|(Reuters) - Acadia Pharmaceuticals Inc said it had delayed submitting a U.S. marketing application for its lead drug, nuplazid, and that its chief executive was retiring. . The company’s shares fell about 22 percent in after-hours trading on Wednesday, a day after rumors that the company was a takeover target pushed its stock to a record high. . Acadia will now seek approval for nuplazid as a treatment for psychosis associated with Parkinson’s disease in the second half of the year, as it needs more time to prepare its manufacturing operations, the company said. . The company originally intended to submit the application in the first quarter. . “The change in submission timing is not a result of any change to nuplazid’s clinical or safety profile, nor is it a result of any interaction with or request for information from the FDA,” Acadia said in a statement. . Separately, Acadia said Uli Hacksell had retired as chief executive and board member, and Chief Financial Officer Steve Davis would take over as interim CEO. . Hacksell has headed the company since September 2000. . Nuplazid is also being tested for use in Alzheimer’s disease-related psychosis and schizophrenia. . Acadia’s shares closed at $44.76 on the Nasdaq on Wednesday. |Wed Mar 11 20:40:13 +0000 2015||Acadia delays U.S. application to market lead drug, CEO retires |5.757581470648525e+17|http://reut.rs/1D6TsFs
Kathryn Doyle|(Reuters Health) - Being physically active may offset some of the effects of brain aging on seniors’ ability to walk and control their movements, according to a new study. . At the highest level of activity, even when a specific sign of brain aging was present, it did not predict a person’s motor abilities, researchers found. . This may partly explain why older people who are more active tend to have better motor function, the authors write in the journal Neurology. . “The association between physical activity and motor function in older adults is well-established,” said lead author Debra A. Fleischman of Rush University Medical Center in Chicago. “What is less understood is the biological basis of that association.”  . Older people often have the small white spots known as white matter hyperintensities (WMH) on magnetic resonance images (MRI) of their brains. An increased number of these spots has been linked to movement difficulty, such as trouble walking.  . In the new study, the researchers used data from an ongoing study of aging, focusing on 167 people 60 to 96 years old without dementia. The participants had all worn activity monitors for up to 11 full days. . They also underwent MRI brain imaging and 11 motor performance tests, measuring grip strength, pinch strength, finger tapping as well as tests of lower body function. . Based on their own reports, the study participants were physically active for an average of four hours per week. . People with more white matter hyperintensities on their MRI scans tended to have poorer motor function, and those who were more active each day tended to have better motor function, but total daily activity was not related to the number of brain spots, the authors write.  . With statistical modeling, they found that as activity level increased, the number of white matter hyperintensities became less important for predicting motor function. . For participants in the 90th percentile of daily activity, who walked an extra one and a half hours each day, there was no association between hyperintensities and motor function. But for those at the 50th percentile there was an association – more hyperintensities were tied to poorer function. . “What was notable was that WMHs had no effect on motor function for the persons at the highest percentile of physical activity, whereas they did affect motor function for those at the 50th percentile and the effect was even stronger for the persons at the 10th percentile of activity,” Fleischman told Reuters Health by email. . White matter hyperintensities are common for older people and have been linked to cognitive impairment, stroke and death as well as motor function, she said. . Exercise did not seem to protect against these spots, but did appear to somehow circumvent their effect on motor function. But this study only looked at people at one point in time, so it does not indicate that one factor, like exercise, caused another factor, like better motor function, she noted.  . Still, the findings held when she and her coauthors accounted for other possible influences like weight, depressive symptoms, vascular disease, functional status and pulmonary function.   . “To determine whether physical activity is causally related to improved mobility would require a randomized study,” according to Dr. Richard Camicioli of the University of Alberta in Edmonton, Canada, and Joe Verghese of Albert Einstein College of Medicine in New York City. . In an accompanying editorial, they write that it is difficult to tell from this study which aspects of daily activity might have been protective. The nature of physical activity, its complexity and frequency may all be important. . “I think that the important message, and the one that I give to my patients, is that they do not have to be marathon runners to maintain cognitive and motor function through physical activity as they age,” Fleischman said. . Just keep moving in any way that is safe that you enjoy, she said. . SOURCE: .  and .  Neurology, online March 11, 2015.|Wed Mar 11 20:40:13 +0000 2015||Exercise may preserve motor skills in seniors |5.7575814523192115e+17|http://reut.rs/1B5xw6I
Lisa Rapaport|(Reuters Health) - Poor communication may lead some patients with chest pain to be admitted to the hospital even when their risk for a heart attack is low, a small study suggests. . “Ideally, you want the conversation between a physician and a patient to be as straightforward as possible, but in our study of admissions for cardiac observation, we found the risks of going home were terribly overinflated and so was the potential benefit of staying overnight in the hospital,” said lead study author Dr. David Newman.  . Newman, a researcher in emergency medicine at the Icahn School of Medicine at Mount Sinai in New York City, and his colleagues surveyed 425 pairs of doctors and patients shortly after the patients were admitted to the hospital for acute coronary syndrome, an umbrella term for situations such as a heart attack or unstable angina where blood flow to the heart is suddenly blocked.  . Symptoms can include chest pain, as well as nausea, dizziness and shortness of breath, as well as pain or discomfort in one or both arms, the jaw, neck, back or stomach. Risk factors include smoking, high blood pressure, high cholesterol, diabetes and obesity.  . The researchers excluded patients from the study who had a blood test or an electrocardiogram (ECG) confirming that they had acute coronary syndrome.  . Instead, they focused only on how doctors and patients communicated when lab tests did not definitively suggest that hospital admission was necessary.  . The average age of patients in the study was 58, and the group was roughly half men and half women. Slightly more than half of the patients had annual incomes of $50,000 or less. About 40 percent had no education beyond high school.  . Patients reported that their physicians spoke to them about their chances of having a heart attack in 65 percent of cases, but the doctors said they discussed this in only 46 percent of cases.  . Doctors and patients agreed about the heart attack risk only one third of the time, the study found.  . Asked about the odds of a heart attack or other acute event within the next 30 days, doctors said this was possible in five percent of cases, while patients said this eight percent of the time. The average risk for this patient population should be less than two percent, the researchers write in the Annals of Emergency Medicine.  . “Part of the problem could be a difference in risk tolerance between physicians and patients,” said Dr. Erik Hess, a researcher in emergency medicine at the Mayo Clinic in Rochester, Minnesota, who wrote an editorial accompanying the study. “A low risk to physicians is you don’t want anyone going home with a myocardial infarction. If a patient learns their risk is two percent they may be willing to take that risk if it means not staying in the hospital overnight.” . Because the researchers didn’t collect outcomes data on patients, the study couldn’t confirm whether less than two percent of the participants actually had an adverse event. They also relied on physicians and patients to correctly recall conversations about the diagnosis and risks, instead of using audio or video recordings to verify what was discussed.  . Still, the findings speak to the need for a communication breakdown to be repaired, said Dr. Daniel Munoz, who teaches cardiology at Vanderbilt University Medical Center in Nashville, Tennessee. . “What’s striking is that they were very careful to select patients who weren’t in the active throes of a heart attack and who didn’t have an alarming ECG, and both the physicians and the patients still overestimated the risks,” said Munoz, who wasn’t involved in the study.  . The danger of poor communication about risks, beyond the unnecessary tests and hospitalizations, is the waste of limited resources, said Newman. “People admitted for a cardiac stay can easily get a $5,000 to $10,000 workup in one night, resources that you could spend giving one person primary care for an entire year.” . SOURCE: .  and .  Annals of Emergency Medicine, online March 5, 2015.|Wed Mar 11 20:06:32 +0000 2015||Hospital admissions for chest pain may result from poor communication |5.7574966959631565e+17|http://reut.rs/1D6LzQr
|(Reuters) - Specialty Compounding Llc reached a settlement with the U.S. Food and Drug Administration on Wednesday, barring the company from producing and selling sterile drugs until it receives written approval from the agency. . The FDA filed a complaint with the U.S. District Court for the Western District of Texas in February, alleging that one of Specialty Compounding’s sterile injectable drugs had tested positive for bacterial contamination.  . As part of the deal, Specialty Compounding settled all litigation without an admission of guilt, but cannot resume producing, holding or selling sterile drugs until it receives written approval from the FDA. . The company recalled batches of sterile drugs in August 2013, after the FDA received reports of 17 patients developing bacterial infections after being given an infusion of calcium gluconate made by the company. . The FDA inspected the company’s Cedar Park facility in Texas in August and September 2013, and found unsanitary conditions and numerous other violations. . “Specialty Compounding’s manufacturing practices posed a serious risk to the public health,” Acting Assistant Attorney General Benjamin Mizer of the Justice Department said.  . Specialty Compounding, co-owned by Raymond Solano, III and William Swail, makes both sterile and non-sterile drugs, and distributes its products to hospitals, surgery centers and clinics across the United States. |Wed Mar 11 19:30:48 +0000 2015||Specialty Compounding to halt production, sale of sterile drugs |5.757406752553288e+17|http://reut.rs/1B5ib64
Ben Hirschler|LONDON (Reuters) - Scientists believe they may have found a new weapon in the fight against Alzheimer’s disease — not in the form of a drug but in focused beams of ultrasound. . While the approach has only been tested in mice, researchers said on Wednesday it proved surprisingly good at clearing tangles of plaques linked to Alzheimer’s in the animals’ brains and improving their memory, as measured by tests such as navigating a maze. . In the past, high-energy ultrasound has been combined with injected microbubbles, which vibrate in response to sound waves, to get drugs across the so-called blood brain barrier. . But the new research, published in the journal Science Translational Medicine, is the first demonstration that ultrasound alone might have a beneficial effect in the memory-robbing condition. . “Our research was very exploratory and we really didn’t expect to see such a massive effect,” Juergen Goetz of the University of Queensland in Brisbane, one of study authors, told Reuters. “I’m really excited by this.” . After several weeks of treating mice that had been genetically altered to produce amyloid plaques, the scientists found the ultrasound almost completely cleared the plaques in 75 percent of the animals, without apparent damage to brain tissue. . While there is still some debate as to whether plaques are a cause or a symptom of Alzheimer’s, the experiment found that the treated mice had improved memory, as measured by three different tests, compared with untreated ones. . The technique works by stimulating microglial cells, which form part of the brain’s immune system, to engulf and absorb the plaques. . Goetz stressed that his research, which used an ultrasound machine from Philips, was at a very early stage and it would be several years before it could be tested in people. . Several hurdles must be overcome first, including long-term checks for side effects in animals and much more research into whether the approach will work with thicker skulls and larger brains. . The next step is to treat sheep, with data from that experiment expected later this year. . Ultrasound devices capable of penetrating the human brain are already being tested for other conditions, with Israeli company InSightec pioneering it for tremors and chronic pain. . Dementia, of which Alzheimer’s is the most common form, affects close to 50 million people worldwide and that number is set to reach 135 million by 2050, according to Alzheimer’s Disease International, a non-profit campaign group. |Wed Mar 11 18:47:51 +0000 2015||Can ultrasound fight Alzheimer's? Mice study hints at new weapon |5.757298668988293e+17|http://reut.rs/1D6tSR1
Kate Kelland|LONDON (Reuters) - A wave of H7N9 bird flu in China that has spread into people may have the potential to emerge as a pandemic strain in humans, scientists said on Wednesday. . The H7N9 virus, one of several strains of bird flu known to be able to infect humans, has persisted, diversified and spread in chickens across China, the researchers said, fuelling a resurgence of infections in people and posing a wider threat. . “The expansion of genetic diversity and geographical spread indicates that, unless effective control measures are in place, H7N9 could be expected to persist and spread beyond the region,” they said in a study published in the journal Nature. . The H7N9 bird flu virus emerged in humans in March 2013 and has since then infected at least 571 people in China, Taipei, Hong Kong, Malaysia and Canada, killing 212 of them, according to February data from the World Health Organization (WHO). . After an initial flare up of human cases at the start of 2013, the H7N9 appeared to die down — aided in large part by Chinese authorities deciding to close live poultry markets and issue health warnings about direct contact with chickens. . But infections in people increased again last year and in early 2015, prompting researchers to try to understand more about how the virus re-emerged, how it might develop, and how it might threaten public health.  . In this study, an international team of scientists led by Yi Guan of Hong Kong university monitored the evolution and spread of H7N9 over 15 cities across five provinces in China. . By collecting and sequencing a large number of samples, they found that the H7N9 virus is mutating frequently, acquiring genetic changes that might increase its pandemic potential. . A large number of new genetic variants of the virus have become established in chickens and have spread across the country, probably because of poultry trade movement, they said. . Flu experts not directly involved in the research said its findings were interesting but did not necessarily show the H7N9 was changing in ways that made it more likely to develop into a pandemic flu strain. . “What we don’t know from this paper is the significance of all these mutations that are accumulating as the virus persists and spreads,” said Wendy Barclay, an expert in flu virology at Britain’s Imperial College London. “This is especially relevant for human health — does any of this change the pandemic potential of the virus?” . In its latest update on the flu strain, the Geneva-based WHO said it “continues to closely monitor the H7N9 situation” and conduct risk assessments. . “So far, the overall risk associated with the H7N9 virus has not changed,” it said. . Yi Guan’s team, however, said their analysis pointed to a need for heightened vigilance of H7N9 and for curbing direct human contact with live poultry at markets. . “Permanent closure of live poultry markets, central slaughtering and preventing inter-regional poultry transportation during disease outbreaks are needed to reduce the threat of H7N9 to public health,” they wrote. |Wed Mar 11 18:47:45 +0000 2015||Mutating H7N9 bird flu may pose pandemic threat, scientists warn |5.757298406173532e+17|http://reut.rs/1B59AjT
Tom Miles|GENEVA (Reuters) - Waning interest in Ebola could jeopardize efforts to stamp out the world’s worst recorded outbreak of the disease, the World Health Organization said on Wednesday. . Case numbers have fallen to a low level and it should be possible to stop transmission by mid-year, but the disease is “not waning” and it is much too early to assume the outbreak will end, said WHO Assistant Director General Bruce Aylward. . “We talk often about how steep the drop in cases has been. The only thing that has dropped more quickly and more steeply is the new contributions in financing,” he told reporters in Geneva.  . The year-old Ebola outbreak has killed 9,976 people and fears of its spread commanded headlines globally in the second half of last year.  . Case numbers have dwindled to a range of 100-150 for almost the past eight weeks and the disease has been geographically concentrated around Freetown and Conakry, the capitals of Sierra Leone and Guinea respectively. But the failure to make further inroads is “alarming”, Aylward said.  . “Getting from here to zero is going to require another reinvestment (in the drive to tackle the outbreak).” . Liberia, where Ebola once raged, has had no new cases in 20 days but it will need to count 42 days from its last negative Ebola test result before it is declared free of the disease.  . Sierra Leone, the country worst hit by the outbreak, has reported 58 cases in the past week, the lowest figure since last June. Guinea had the same number of new cases, bringing the cumulative number of cases in all three countries to 24,282.  . It became difficult to visit, invest or work in the affected countries after Ebola struck, but the nations are in some ways even more isolated now as the epidemic retreats, Aylward said. . “Today those travel challenges still remain, direct foreign investment has not returned to the countries, and at the same time it’s no longer in the press, it’s no longer in front of people ... They need international assistance more than ever to get the job finished,” he said.      |Wed Mar 11 18:32:11 +0000 2015||Waning interest is biggest risk in race to overcome Ebola: WHO |5.7572592407269376e+17|http://reut.rs/1B56exp
Toni Clarke|(Reuters) - Consumer watchdog Public Citizen has called on U.S. health regulators to withdraw a proposal that would allow pharmaceutical companies to distribute medical literature suggesting a drug’s risk is less than stated on the label. . In a letter released on Wednesday, the organization urged Health and Human Services Secretary Sylvia Burwell to withdraw the proposal, saying pharmaceutical companies could “sell more drugs by making them seem safer than FDA has judged them to be.”  . Last June the Food and Drug Administration proposed allowing the distribution of new risk information about approved drugs, saying that a drug’s safety profile “evolves” as exposure to the product increases. . The FDA said it would allow distribution of new information in medical journals showing that the severity or frequency of a side effect is lower than described on the product label. The new data could even “call into question a causal relationship between a drug and an event in the approved labeling.” . Companies would not be allowed to distribute literature about newly identified risks or information that shows an already identified risk is more serious than stated on the label. Such information would need to be reviewed by the FDA and potentially included in the label. . The proposal, critics say, would strip all meaning from current laws requiring FDA approval of a drug’s label, which includes its risks, benefits and other prescribing information.  . HHS said it would respond to Public Citizen’s letter. . “Secretary Burwell appreciates hearing from stakeholders,” a spokesperson said. “The FDA is currently reviewing and considering all comments received from the dockets on the draft guidance.” . An FDA spokeswoman said the agency “does not have any specific timeline to share” on when its review might be complete.      . The FDA requested public comment on the proposal and has not yet issued final guidance. Public Citizen obtained copies of 1,771 public comments under an open records request and made them available publicly. Of those comments, roughly 99 percent oppose the proposal. . “This is a misguided FDA proposal that could result in physicians relying not on approved warning labels but on information provided by drug companies that may be more concerned with profits than patients,” wrote one commentator. . Another said “drug reps stretch the truth more than enough.” Yet another asked: “How can this be considered in any way? Where I come from you do not let the fox in the hen house.” . Among supportive comments, Public Citizen drew attention to one from the Medical Information Working Group, representing big drug companies including Allergan Inc, Amgen Inc, Pfizer Inc and GlaxoSmithKline Inc, who argue they should be allowed to distribute the literature under the First Amendment.|Wed Mar 11 17:31:35 +0000 2015||FDA proposal to allow drug reps to circulate data draws protests |5.757106758524682e+17|http://reut.rs/1D6bDeA
|LONDON/FREETOWN (Reuters) - Britain said on Wednesday a military healthcare worker had tested positive for Ebola while working in Sierra Leone and airport officials there said the patient would be flown home overnight. . “An investigation into how the military worker was exposed to the virus is currently underway and tracing of individuals in recent contact with the diagnosed worker is being undertaken,” Public Health England said in a statement. . Airport officials said that a plane was due in at around midnight local time (07:00 pm EST) to transport the patient back to the United Kingdom. . Former colonizer Britain has sent nearly 800 soldiers to help organize a campaign to control the epidemic in Sierra Leone and to build treatment centers. In addition, hundreds of national health workers have volunteered to assist there. . Two Britons who contracted the virus have already been successfully treated at the Royal Free hospital in London, the country’s designated center, and other healthcare workers have also been treated there. . It was not immediately clear why the patient would not be treated in the British Kerry Town Ebola facility near the capital Freetown which has a special section intended for infected healthcare workers and international staff. . Ebola has now killed nearly 10,000 people in the three worst-affected countries of Guinea, Sierra Leone and Liberia, and infected more than 24,200 people since the outbreak began in Guinea a year ago. . Rates of new infections have come down swiftly in recent months, however, and Liberia last week released its last known Ebola patient from hospital. . Sierra Leone remains the country with the highest rate of transmission and as of 10 March still had 127 patients in Ebola treatment centers across the country, according to a government health ministry report. . A clinical trial of Tekmira Pharmaceuticals Corp’s experimental drug TKM-Ebola-Guinea was due to start on Wednesday in Sierra Leone, Britain’s Wellcome Trust global health charity said. |Wed Mar 11 17:31:35 +0000 2015||UK military healthcare worker tests positive for Ebola in Sierra Leone |5.757106741076992e+17|http://reut.rs/1B4VsHh
|CHICAGO (Reuters) - The U.S. Department of Agriculture on Wednesday confirmed the discovery of highly pathogenic avian influenza in a commercial turkey flock in Arkansas, the third-largest U.S. turkey producer and home to Tyson Foods Inc, the nation’s biggest chicken company. . Shares of Tyson and other poultry companies, including Pilgrim’s Pride Corp and Sanderson Farms Inc, tumbled on concerns the discovery will further limit U.S. trade with Asia and Latin America.  . Countries like Taiwan, Singapore and Nicaragua have already restricted poultry exports from states that have suffered bird flu outbreaks, including Minnesota, Missouri, California and Oregon. . Tyson’s stock price was down 4.9 percent at $37.85 at 12:30 p.m. CDT (1730 GMT) after hitting a five-month low of $37.35. Pilgrim’s Pride shares sank 7.3 percent, and Sanderson Farms shares lost 5.4 percent. . The infected flock of 40,020 turkeys in Boone County, Arkansas, is located within the Mississippi flyway, a migratory route along which the same strain of H5N2 bird flu was previously identified in Minnesota and Missouri. . Arkansas officials quarantined the affected premises and birds on the property will be culled to prevent the spread of the disease, according to USDA. Birds from the flock will not enter the food system.  . Confirmation of the outbreak came after the USDA said on Tuesday said there was a suspected case of bird flu in Arkansas. |Wed Mar 11 17:31:35 +0000 2015||Highly pathogenic bird flu detected in Arkansas turkey flock: USDA |5.7571067232088064e+17|http://reut.rs/1D6bDuQ
