|author|content|date|tags|title|tweetid|url
35|||Wed Feb 20 23:15:17 +0000 2013|[]|Alzheimer's Vaccine Shows Promise |3.0436865595161805e+17|http://bit.ly/10dj5kk
36|||Wed Feb 20 22:45:24 +0000 2013|[]|errified of childbirth pain? How the love hormone may help women: |3.04361136046891e+17|http://bit.ly/VIs4TP
37|||Wed Feb 20 22:34:51 +0000 2013|['#heart', '#HealthTalk']|Missed our heart-health HealthTalk today w/ @RMichlerMD, @montefioreNYC &amp; @foundersheart? Check out the recap here! |3.043584830279557e+17|http://ow.ly/hTS2e
38|||Wed Feb 20 22:15:28 +0000 2013|[]|Feeling a little backed up? Hit the gym. More amazing benefits of exercise: |3.043536028587827e+17|http://trib.al/eD95Gw
39|||Wed Feb 20 22:12:36 +0000 2013|[]|A new gadget developed at the Mayo Clinic prevents stomach acid from entering the esophagus: |3.043528808806482e+17|http://bit.ly/15w0Uam
40|||Wed Feb 20 22:00:11 +0000 2013|[]|To help prevent cancer, be sure to mind your ABCs. Here are the nutrients that are vital. |3.043497583429755e+17|http://bit.ly/155GPGE
41|||Wed Feb 20 21:45:21 +0000 2013|['#PubicLice']|Bikini Waxing Credited With Decline in PubicLice |3.043460241667031e+17|http://bit.ly/ZUrqV8
42|||Wed Feb 20 21:15:30 +0000 2013|['#poop']|Fake poop treats stomach bacteria |3.0433851378303386e+17|http://bit.ly/UKV7Yh
43|||Wed Feb 20 20:45:23 +0000 2013|[]|Have you seen the latest health tech gadgets for 2012? |3.0433093301057536e+17|http://bit.ly/VQCBj8
44|||Wed Feb 20 20:15:28 +0000 2013|[]|The healthiest cooking oils to use in the kitchen: |3.0432340370642125e+17|http://bit.ly/xjp08G
45|||Wed Feb 20 19:48:33 +0000 2013|['#autism', '#HealthTalk']|ATTN Parents: How much do you know about autism? Join us for a HealthTalk tomorrow @ 1 pm ET to learn the facts. |3.043166333112361e+17|http://ow.ly/hTzaV
46|||Wed Feb 20 19:45:28 +0000 2013|[]|Common Blood Pressure Med May Lower Risk of Dementia |3.043158568323113e+17|http://bit.ly/WJuTnE
47|||Wed Feb 20 19:15:28 +0000 2013|[]|What's the connection between marriage and health? |3.043083072822518e+17|http://bit.ly/TXV908
48|||Wed Feb 20 19:04:55 +0000 2013|['#HealthTalk']|RT @MontefioreNYC: Thanks everyone for the questions, special thanks to our hosts at @EverydayHealth &amp; @FoundersHeart !! HealthTalk|3.043056501361336e+17|
49|||Wed Feb 20 19:04:48 +0000 2013|['#HeartHealth', '#HealthTalk']|RT @foundersheart: @EverydayHealth @RMichlerMD @MontefioreNYC Thanks to everyone who joined us and for having us! HeartHealth HealthTalk|3.043056213548155e+17|
50|||Wed Feb 20 19:04:38 +0000 2013|['#healthtalk']|RT @RMichlerMD: Happy Heart Month to everyone! Prevention is key. http://www.montefiore.org/heartmonth healthtalk|3.043055775243592e+17|http://www.montefiore.org/heartmonth
51|||Wed Feb 20 19:01:45 +0000 2013|['#StemCell', '#HeartDisease', '#healthtalk']|RT @RMichlerMD: A10: StemCell therapy for treatment of HeartDisease is on the horizon! healthtalk|3.0430485395655885e+17|
52|||Wed Feb 20 19:00:49 +0000 2013|['#HeartDisease', '#StemCells', '#healthtalk']|RT @RMichlerMD: A10: Better and less invasive treatments for those who have HeartDisease, incld StemCells. 1 focus needs to be on prevention! healthtalk|3.043046178885714e+17|
53|||Wed Feb 20 19:00:41 +0000 2013|['#healthtalk']|Looks like we're out of time! Thank you @RMichlerMD @montefioreNYC @foundersheart &amp; everyone who participated! healthtalk|3.043045832939274e+17|
54|||Wed Feb 20 18:59:14 +0000 2013|['#HealthTalk']|RT @chi_stylish: I want to know if taking red wine when on anti hypertensive medications is dangerous HealthTalk|3.04304220293718e+17|
55|||Wed Feb 20 18:58:22 +0000 2013|['#HeartDisease', '#healthtalk']|RT @RMichlerMD: A10: Important to increase awareness of HeartDisease the risk factors! healthtalk|3.043040029197066e+17|
56|||Wed Feb 20 18:57:35 +0000 2013|['#heartdisease', '#HealthTalk']|RT @MontefioreNYC: We're a national leader in providing clinical best practices for all heartdisease pts http://www.montefiore.org/heartmonth HealthTalk|3.043038037741486e+17|http://www.montefiore.org/heartmonth
57|||Wed Feb 20 18:56:30 +0000 2013|['#HealthTalk']|RT @TheHeartTruth: A4: @EverydayHealth, people with high cholesterol have a greater chance of developing heart disease HealthTalk |3.043035306452869e+17|http://twitter.com/TheHeartTruth/status/304303368908713984/photo/1
58|||Wed Feb 20 18:54:44 +0000 2013|['#HealthTalk']|Q10: What's on the horizon in heart disease treatment? HealthTalk|3.0430308766386176e+17|
59|||Wed Feb 20 18:54:36 +0000 2013|['#HealthTalk']|RT @tobaccofreefla: .@EverydayHealth A8. Quit smoking to reduce the risk. 1 year after quitting, risk of heart attack can be cut in half. HealthTalk|3.0430305388713574e+17|
60|||Wed Feb 20 18:52:48 +0000 2013|['#Heart', '#HealthTalk']|RT @Ashley_LizWelch: Check out these 10 fast (and fun) Heart facts from @everydayhealth http://bit.ly/YGA5JV HealthTalk|3.0430260330981376e+17|http://bit.ly/YGA5JV
61|||Wed Feb 20 18:52:40 +0000 2013|['#HealthTalk']|RT @TheHeartTruth: A8: @EverydayHealth, decreasing heart disease risk starts with managing risk factors: http://owl.li/hTrms HealthTalk|3.043025675953398e+17|http://owl.li/hTrms
62|||Wed Feb 20 18:51:17 +0000 2013|['#HealthTalk']|Q9: Does anyone have questions for our expert? Ask now! HealthTalk|3.043022212338975e+17|
63|||Wed Feb 20 18:50:32 +0000 2013|['#HealthTalk']|RT @ChristysChomp: @EverydayHealth A8: lifestyle mod like exercise, plant-based diet, not smoking &amp; losing wt are huge factors w/ ht health. HealthTalk|3.0430202899635405e+17|
64|||Wed Feb 20 18:50:19 +0000 2013|['#HeartDisease', '#healthtalk']|RT @RMichlerMD: A8: Anyone over the age of 40, esp w fam history, needs to see their fam doc to discuss risk of HeartDisease. healthtalk|3.043019765465948e+17|
65|||Wed Feb 20 18:50:05 +0000 2013|['#HealthTalk']|RT @TheHeartTruth: A6: @EverydayHealth, if you think you're having a heart attack, call 911! Heart attack warning symptoms: http://owl.li/hTqSb HealthTalk|3.043019157165916e+17|http://owl.li/hTqSb
66|||Wed Feb 20 18:49:28 +0000 2013|['#HealthTalk', '#HeartHealth']|RT @foundersheart: @EverydayHealth A8: It's mostly about controlling risk factors; very simply, eat less and move more HealthTalk HeartHealth|3.0430176162626765e+17|
67|||Wed Feb 20 18:49:07 +0000 2013|['#healthtalk']|RT @RMichlerMD: A8: Focus on diet and exercise. Learn your risk factors and reduce their impact. If u have fam history, see your doc annually. healthtalk|3.0430167470349926e+17|
68|||Wed Feb 20 18:47:04 +0000 2013|['#HealthTalk']|Q8: How can I decrease my risk of heart disease? HealthTalk|3.043011569250632e+17|
69|||Wed Feb 20 18:46:05 +0000 2013|['#BirthControl', '#hearthealth', '#HealthTalk']|RT @MontefioreNYC: More on how BirthControl affects hearthealth [VID] HealthTalk|3.0430091049712026e+17|
70|||Wed Feb 20 18:45:23 +0000 2013|[]|Black is the new green! 7 powerful black superfoods you might be missing: |3.043007345041285e+17|http://trib.al/oUQLCA
71|||Wed Feb 20 18:44:25 +0000 2013|['#HeartDisease', '#HealthTalk']|RT @MontefioreNYC: FACT: About 600,000 Americans die from HeartDisease each year -- or 1 in 4 deaths annually HealthTalk|3.0430049053824205e+17|
72|||Wed Feb 20 18:44:14 +0000 2013|['#healthtalk']|RT @RMichlerMD: A7: Many authorities would say yes, bc of increased risk of clot formation. healthtalk|3.0430044630931046e+17|
73|||Wed Feb 20 18:43:42 +0000 2013|['#healthtalk']|RT @RMichlerMD: @EverydayHealth A7: Very good &amp; interesting question.Remains highly debatable. healthtalk|3.043003128255693e+17|
74|||Wed Feb 20 18:42:11 +0000 2013|['#HealthTalk']|RT @foundersheart: @EverydayHealth A6: Call 911, call your doctor, or go to the emergency room HealthTalk|3.042999299191767e+17|
75|||Wed Feb 20 18:41:48 +0000 2013|['#HealthTalk']|Q7: Does taking birth control increase my risk for heart disease? HealthTalk|3.0429983507337626e+17|
76|||Wed Feb 20 18:40:03 +0000 2013|['#healthtalk']|RT @RMichlerMD: A6: When in doubt re a heart attack, call your MD or go to ER &amp; take a 325mg of Aspirin healthtalk|3.042993930608312e+17|
77|||Wed Feb 20 18:38:36 +0000 2013|['#HealthTalk']|Q6: If I think I am having a heart attack, or am unsure, what should I do? HealthTalk|3.0429902795925504e+17|
78|||Wed Feb 20 18:37:52 +0000 2013|['#HealthTalk', '#GoRed']|"RT @foundersheart: @RMichlerMD @MontefioreNYC @EverydayHealth symptoms that aren't exactly the ""Hollywood heart attack"" but r just as deadly HealthTalk GoRed"|3.0429884249552896e+17|
79|||Wed Feb 20 18:37:24 +0000 2013|['#healthtalk']|RT @RMichlerMD: A5: If movement, deep breaths, swallowing makes pain worse or better, it is NOT a heart attack. healthtalk|3.04298727844225e+17|
80|||Wed Feb 20 18:35:56 +0000 2013|['#healthtalk']|RT @RMichlerMD: When in doubt re a heart attack, call your MD or go to ER &amp; take a 325mg of Aspirin. healthtalk|3.042983586532147e+17|
81|||Wed Feb 20 18:35:19 +0000 2013|['#HealthTalk']|RT @Ashley_LizWelch: How Do You Know If It's Heartburn or a Heart Attack? Find out in this @everydayhealth video HealthTalk |3.042982017443062e+17|http://bit.ly/XlaNnI
82|||Wed Feb 20 18:34:59 +0000 2013|['#HealthTalk', '#HealthTalk']|RT @ChristysChomp: HealthTalk A5: in women, signs of a heart attach can include GI problems, nausea, shortness of breath... HealthTalk|3.0429811656216576e+17|
83|||Wed Feb 20 18:34:42 +0000 2013|['#DidYouKnow', '#heart', '#HealthTalk']|RT @MontefioreNYC: DidYouKnow the symptoms of a heart attack differ btwn men &amp; women?  [VID] via @RMichlerMD HealthTalk|3.042980467857408e+17|
84|||Wed Feb 20 18:33:04 +0000 2013|['#healthtalk']|RT @RMichlerMD: A5: Heart attacks in women: feelings of indigestion, bloating, nausea, vomiting, pressure on chest, impending doom. healthtalk|3.04297634296918e+17|
85|||Wed Feb 20 18:31:50 +0000 2013|['#healthtalk']|RT @RMichlerMD: A5: Many heart attacks are silent &amp; can b deadly. Exact incidence unknown. healthtalk|3.0429732311730176e+17|
86|||Wed Feb 20 18:31:01 +0000 2013|['#HeartHealth', '#HealthTalk']|RT @foundersheart: @MontefioreNYC It's their No. 1 killer but it doesn't have to be! HeartHealth HealthTalk|3.042971189092229e+17|
87|||Wed Feb 20 18:30:21 +0000 2013|['#HealthTalk']|Q5: What are signs of a heart attack and how are they different for women? HealthTalk|3.042969518165197e+17|
88|||Wed Feb 20 18:30:12 +0000 2013|['#HeartHealth', '#HealthTalk']|"RT @foundersheart: @tobaccofreefla @RMichlerMD at the AHA we always say, ""if you're smoking, quit--period."" HeartHealth HealthTalk"|3.04296912301994e+17|
89|||Wed Feb 20 18:28:24 +0000 2013|['#WLS', '#healthtalk']|RT @RMichlerMD: This is why weight reduction surgery can imprv cholesterol, diabetes, &amp; high BP before 1lb of weight is even lost WLS healthtalk|3.04296462987178e+17|
90|||Wed Feb 20 18:28:05 +0000 2013|['#HealthTalk']|RT @ChristysChomp: @EverydayHealth A4: collectively, total chol, HDL, LDL &amp; triglycerides are a lipid profile. HealthTalk|3.042963821587497e+17|
91|||Wed Feb 20 18:27:44 +0000 2013|['#HeartHealth', '#healthtalk']|RT @RMichlerMD: Exercise is the cornerstone of good HeartHealth healthtalk|3.0429629173374566e+17|
92|||Wed Feb 20 18:27:39 +0000 2013|['#BloodPressure', '#heart', '#health', '#HealthTalk']|RT @MontefioreNYC: A3 WATCH: Learn how High BloodPressure can affect heart health  HealthTalk|3.042962703427912e+17|
93|||Wed Feb 20 18:25:32 +0000 2013|['#healthtalk']|RT @RMichlerMD: Patients w/ high BP should be focused on diet inlc salt reduction. healthtalk|3.042957403337687e+17|
94|||Wed Feb 20 18:24:56 +0000 2013|['#HeartDisease', '#Stroke', '#healthtalk']|RT @RMichlerMD: Blood pressure should b checked every year b/c of its risk for HeartDisease &amp; Stroke healthtalk|3.042955891248988e+17|
95|||Wed Feb 20 18:24:37 +0000 2013|['#HeartDisease', '#HealthTalk']|RT @MontefioreNYC: FACT: Coronary HeartDisease kills more than 385,00 people annually HealthTalk|3.042955100790538e+17|
96|||Wed Feb 20 18:23:51 +0000 2013|['#HealthTalk']|Q4: How is high cholesterol related to heart disease and what do my cholesterol and triglyceride numbers mean? HealthTalk|3.0429531613024256e+17|
97|||Wed Feb 20 18:22:38 +0000 2013|['#healthtalk']|RT @RMichlerMD: A3: High BP places stress on blood vessel walls &amp; can cause injury leading to plaque build up healthtalk|3.0429500888068915e+17|
98|||Wed Feb 20 18:22:07 +0000 2013|['#cholesterol', '#HeartHealth', '#HealthTalk']|RT @MontefioreNYC: How cholesterol affects HeartHealth  [VID] HealthTalk|3.042948791634698e+17|
99|||Wed Feb 20 18:22:02 +0000 2013|['#healthtalk']|RT @RMichlerMD: Obesity doesn't happen overnight, so give time reduce weight w/ these little changes. healthtalk|3.042948575040635e+17|
100|||Wed Feb 20 18:21:57 +0000 2013|['#HealthTalk']|RT @ChristysChomp: A3: like high lipids, smoking &amp; obesity, high BP is a risk factor for heart disease. HealthTalk @EverydayHealth|3.042948375014482e+17|
101|||Wed Feb 20 18:21:52 +0000 2013|['#heartHealth', '#healthtalk']|RT @RMichlerMD: to improve heartHealth: little changes everyday have a major long term impact! healthtalk|3.0429481818668646e+17|
102|||Wed Feb 20 18:19:06 +0000 2013|['#HealthTalk']|Q3: How is high blood pressure related to heart disease? HealthTalk|3.042941217476649e+17|
103|||Wed Feb 20 18:16:55 +0000 2013|['#HealthTalk']|RT @ChristysChomp: HealthTalk A2: the symptoms of heart disease/problems do differ b/w men &amp; women. The disease itself doesn't.|3.042935725958349e+17|
104|||Wed Feb 20 18:16:48 +0000 2013|['#healthtalk']|RT @RMichlerMD: A2: Men have crushing chest, arm &amp; jaw pain most commonly, thus, easier to diagnosis. healthtalk|3.042935420864594e+17|
105|||Wed Feb 20 18:15:34 +0000 2013|[]|Does zero-calorie food (like celery) exist? |3.042932327397581e+17|http://trib.al/5WEXbi
106|||Wed Feb 20 18:14:58 +0000 2013|['#healthtalk']|RT @RMichlerMD: A2: Coronary blockages affect both men and women equally and is 1 killer of women AND men. healthtalk|3.042930821978071e+17|
107|||Wed Feb 20 18:14:43 +0000 2013|['#Staggering', '#HealthTalk']|RT @MontefioreNYC: FACT: Coronary heart disease costs more than $108 Billion each year. Staggering HealthTalk|3.042930171399496e+17|
108|||Wed Feb 20 18:14:39 +0000 2013|['#HealthTalk', '#HeartHealth']|RT @foundersheart: @RMichlerMD couldn't be more true. FACT: Heart disease is largely preventable. HealthTalk HeartHealth|3.042930016839516e+17|
109|||Wed Feb 20 18:14:01 +0000 2013|['#healthtalk']|RT @RMichlerMD: A2: The disease is the same, but the diagnosis can b more challenging in women. healthtalk|3.042928431266693e+17|
110|||Wed Feb 20 18:12:35 +0000 2013|['#HeartDisease', '#healthtalk']|RT @RMichlerMD: An American dies every 32 seconds of HeartDisease. We need to understand risk factors and focus on prevention healthtalk|3.042924800635126e+17|
111|||Wed Feb 20 18:11:24 +0000 2013|['#HealthTalk']|Q2: How is heart disease different in women than heart disease in men? HealthTalk|3.042921820665938e+17|
112|||Wed Feb 20 18:09:38 +0000 2013|['#HeartDisease', '#healthtalk']|RT @RMichlerMD: HeartDisease is public health enemy 1 healthtalk|3.042917385273549e+17|
113|||Wed Feb 20 18:08:58 +0000 2013|['#heart', '#disease', '#HealthTalk']|RT @MontefioreNYC: A1 WATCH: There are 2 risk factors for heart disease you can’t change. via @RMichlerMD HealthTalk|3.042915710697677e+17|
114|||Wed Feb 20 18:08:53 +0000 2013|['#healthtalk']|RT @RMichlerMD: A1: Risk factors are: high bp, high cholesterol, diabetes, cig smoking, obesity &amp; fam history of heart disease healthtalk|3.042915503331287e+17|
115|||Wed Feb 20 18:07:55 +0000 2013|['#heartDisease', '#healthtalk']|RT @RMichlerMD: A1: Every American is at risk for heartDisease. It kills more ppl than next 5 leading causes of death added together healthtalk|3.04291305595478e+17|
116|||Wed Feb 20 18:05:09 +0000 2013|['#HealthTalk']|Q1: How many Americans are affected by heart disease and what are the risk factors? HealthTalk|3.0429061002890035e+17|
117|||Wed Feb 20 18:04:54 +0000 2013|['#HealthTalk']|Welcome! RT @foundersheart: @EverydayHealth @RMichlerMD @MontefioreNYC Thank you for having us and talking heart health! HealthTalk|3.042905487836447e+17|
118|||Wed Feb 20 18:04:31 +0000 2013|['#HealthTalk']|And remember to include the hashtag HealthTalk in all your tweets. Let's get started!|3.042904509263626e+17|
119|||Wed Feb 20 18:03:58 +0000 2013|['#HealthTalk']|Just a reminder to include A1, A2, etc in your answers as they corrsepond to questions labeled Q1, Q2, etc HealthTalk|3.042903108911391e+17|
120|||Wed Feb 20 18:03:42 +0000 2013|['#HealthTalk']|Welcome! RT @sameez1975: @EverydayHealth. Hello. Have changed my diet since finding out I have high cholesterol. 308. HealthTalk|3.042902435012403e+17|
121|||Wed Feb 20 18:03:14 +0000 2013|['#healthtalk']|So happy to have you! RT @rmichlermd: Happy to be here! Thank you @EverydayHealth for hosting and @foundersheart healthtalk|3.042901286695854e+17|
122|||Wed Feb 20 18:00:55 +0000 2013|['#HealthTalk']|Introduce yourselves! Where's everyone from? HealthTalk|3.042895442604278e+17|
123|||Wed Feb 20 18:00:31 +0000 2013|['#Heart', '#HealthTalk']|February is Heart-Health month! We're joined today by @RMichlerMD of @MontefioreNYC &amp; the NYC AHA @foundersheart HealthTalk|3.0428944242693325e+17|
124|||Wed Feb 20 18:00:09 +0000 2013|['#HealthTalk', '#heart']|Hello everyone and welcome to this HealthTalk on heart disease care and prevention!|3.042893512343839e+17|
125|||Wed Feb 20 17:58:23 +0000 2013|['#heart', '#HealthTalk']|RT @Ashley_LizWelch: Chatting w/ @EverydayHealth, @RMichlerMD of @MontefioreNYC &amp; @foundersheart @ 1 pm ET ab heart health. Follow HealthTalk|3.0428890514498765e+17|
126|||Wed Feb 20 17:45:45 +0000 2013|['#robots']|Sharp rise seen in robotically sssisted hysterectomies robots |3.042857261226025e+17|http://bit.ly/12NfIlo
127|||Wed Feb 20 17:45:30 +0000 2013|[]|Before you fill up your cup: One cup of regular coffee may be enough to alter estrogen levels: |3.0428566354776064e+17|http://trib.al/JpXYFR
128|||Wed Feb 20 17:45:11 +0000 2013|['#Heart', '#HealthTalk']|Join us for a Heart Health HealthTalk in 15 mins w/ @RMichlerMD of @MontefioreNYC &amp; @foundersheart. Bring ur Q's for our experts!|3.042855867416576e+17|
129|||Wed Feb 20 17:21:40 +0000 2013|[]|Small Pediatric Cancer Population Faces Big Challenges |3.042796683061043e+17|http://bit.ly/15vlx6l
130|||Wed Feb 20 17:18:59 +0000 2013|['#healthtalk']|@stevenshie thanks! hope you can join us healthtalk|3.042789928134533e+17|
131|||Wed Feb 20 17:15:28 +0000 2013|[]|Coca-Cola: Bad for your waistline, but good for your gut? |3.042781072154952e+17|http://bit.ly/11cqFMg
132|||Wed Feb 20 17:01:24 +0000 2013|['#HeartHealth', '#HealthTalk']|HeartHealth live Twitter chat in 1 hour w/ @RMichlerMD of MontefioreNYC &amp; @foundersheart. Follow HealthTalk to join the conversation.|3.042745658010706e+17|
133|||Wed Feb 20 16:45:33 +0000 2013|[]|10 ways to boost romance (and your sex life!) |3.042705783978844e+17|http://bit.ly/xEcHYf
134|||Wed Feb 20 16:15:31 +0000 2013|[]|ADHD characteristics can actually be a huge plus in choosing a career. Here, the most ADHD-friendly jobs: |3.042630203711242e+17|http://bit.ly/FQ0Gwp
135|||Wed Feb 20 15:49:04 +0000 2013|['#heart', '#HealthTalk']| you know the differences between heart disease in women &amp; in men? Learn more during our HealthTalk TODAY @ 1pmET |3.042563639939154e+17|http://ow.ly/hSXDe
136|||Wed Feb 20 15:46:32 +0000 2013|['#HealthTalk', '#HeartHealth']|RT @RMichlerMD: Join us for a HealthTalk w/ @EverydayHealth &amp; @foundersheart today 1pm ET HeartHealth.|3.0425572705529446e+17|
137|||Wed Feb 20 15:45:30 +0000 2013|[]|Scratching an itch *here* gives you the most pleasure: |3.0425546520909824e+17|http://bit.ly/xor8bT
138|||Wed Feb 20 15:15:32 +0000 2013|['#germs']|Germ-a-phob's bat your eyes! Here are surprising places germs hide: |3.0424792290257306e+17|http://trib.al/sfdgoL
139|||Wed Feb 20 14:48:03 +0000 2013|['#heart', '#HealthTalk', '#WomensHealth']|RT @MontefioreNYC: Do you know how birth control affects heart health? Learn more at our HealthTalk today, 1pmET WomensHealth|3.04241009733292e+17|
140|||Wed Feb 20 14:45:39 +0000 2013|[]|Keep hands off the treadmill bars while you walk; you're limiting your calorie burn! Boost your treadmill workout: |3.042404046294303e+17|http://trib.al/u2uaHq
141|||Wed Feb 20 14:39:02 +0000 2013|['#heart', '#HealthTalk']|Join us for a heart-health HealthTalk TODAY @ 1 pm ET w/ @RMichlerMD of @MontefioreNYC &amp; the NYC AHA @foundersheart |3.0423873811501056e+17|http://ow.ly/hRjQ0
142|||Wed Feb 20 14:15:26 +0000 2013|[]|Does beer before liquor really make you sicker? The truth behind 8 boozy myths: |3.042327978774364e+17|http://trib.al/mJs4zK
143|||Wed Feb 20 13:45:30 +0000 2013|[]|Before you start trying to lose weight, you absolutely must do this one thing: |3.042252673988731e+17|http://bit.ly/T8t17J
144|||Wed Feb 20 13:15:27 +0000 2013|[]|10 soda alternatives to sip with dinner instead: |3.0421770253121946e+17|http://bit.ly/AuMaGe
145|||Wed Feb 20 12:45:29 +0000 2013|[]|Children born to obese moms may face higher risk of this: |3.042101635340247e+17|http://bit.ly/Ht7o0X
