|author|content|date|tags|title|tweetid|url
42|||Thu Mar 05 19:45:57 +0000 2015|['#beef', '#ExpoWest']|RT @mmacvean: .@srirachasauce goes everywhere. @country archer beef jerky. @NatProdExpo ExpoWest http://pbs.twimg.com/media/B_W5yF-UcAAWYWN.j|5.735701608056136e+17|http://pbs.twimg.com/media/B
43|||Thu Mar 05 19:45:50 +0000 2015|['#chia', '#chocolate', '#ExpoWest2015']|RT @mmacvean: Will these get eating chia? chocolate covered. ExpoWest2015 @NatProdExpo http://pbs.twimg.com/media/B_W37ZfVAAA7H4x.j|5.735701312273367e+17|http://pbs.twimg.com/media/B
44|||Thu Mar 05 19:45:21 +0000 2015|['#celiacdisease']|RT @mmacvean: Ancient Greeks had word for celiacdisease @GlutenFreeFind. Seminar @NatProdExpo|5.7357000839297434e+17|
45|||Thu Mar 05 19:43:07 +0000 2015|['#Anaheim', '#expowest']|RT @mmacvean: In Anaheim @NatProdExpo expowest. Let me know of cool new foods. http://pbs.twimg.com/media/B_WnX03U8AAuqOH.j|5.735694494558249e+17|http://pbs.twimg.com/media/B
46|||Thu Mar 05 01:55:19 +0000 2015|[]|Good news: The number of twins/triplets/multiples born as a result of IVF keeps falling. |5.7330072606101504e+17|http://lat.ms/17RHiCB
47|||Wed Mar 04 22:54:06 +0000 2015|[]|Uh-oh: Even a rigorous workout won't undo the ill effects of prolonged sitting. @ACCinTouch |5.732551228951798e+17|http://lat.ms/1M6N948
48|||Wed Mar 04 22:50:34 +0000 2015|[]|Look around at 1 and 2-yr-olds. About 1.5% of them wouldn't be here without IVF. |5.732542336104407e+17|http://lat.ms/17RHiCB
49|||Wed Mar 04 22:02:32 +0000 2015|[]|"Supplements to boost ""low T"" increase risk of heart attacks &amp; strokes, @US_FDA warns. Think twice before taking. "|5.732421452362424e+17|http://lat.ms/1M7UO4h
50|||Wed Mar 04 21:47:51 +0000 2015|[]|"The @US_FDA warns men of risks of taking prescription testosterone supplements to boost ""low T"" "|5.7323845062905856e+17|http://lat.ms/1M7UO4h
51|||Wed Mar 04 21:28:39 +0000 2015|[]|63,286: The number of babies born in 2013 as a result of IVF and other fertility treatments. |5.73233620036522e+17|http://lat.ms/17RHiCB
52|||Wed Mar 04 03:24:41 +0000 2015|[]|Guys: 1) your penis is fine (http://lat.ms/1DSisho); and 2) tired and not-always-up-for-sex isn't a disease (http://lat.ms/1EeQS0o)|5.729608290433106e+17|http://lat.ms/1DSisho
53|||Wed Mar 04 02:45:20 +0000 2015|[]|ot every study can win a @NobelPrize. But this one, on penis lengths, will be useful to many people @BJUIjournal |5.729509254526812e+17|http://lat.ms/1NecSeA
54|||Wed Mar 04 01:55:14 +0000 2015|[]|udy proves that finger length and foot size DO NOT predict the length of a man's penis |5.7293831742099866e+17|http://lat.ms/1NecSeA
55|||Wed Mar 04 01:30:36 +0000 2015|[]|Height is indeed correlated with penis size, but the association is weak. Data from @BJUIjournal |5.7293211751407616e+17|http://lat.ms/1NecSeA
56|||Wed Mar 04 01:30:06 +0000 2015|[]|Researchers comb through measurements of more than 15,000 men to see what qualifies as a 'normal' penis |5.729319948642632e+17|http://lat.ms/1NecSeA
57|||Wed Mar 04 01:12:05 +0000 2015|[]|5.2 inches: The average length of an erect penis. Here's the study that crunched the numbers |5.72927460213461e+17|http://lat.ms/1NecSeA
58|||Tue Mar 03 01:55:07 +0000 2015|[]|74% of doctors surveyed said they have complied with parents' requests to 'spread out' childhood vaccines |5.725759010257592e+17|http://lat.ms/1vUFunE
59|||Mon Mar 02 22:45:19 +0000 2015|[]|Doctors often delay vaccines for young children even though they believe it puts these kids at risk. Here's why |5.725281364260045e+17|http://lat.ms/1vUFunE
60|||Mon Mar 02 21:30:50 +0000 2015|[]|Pediatricians and family medicine doctors feel trapped by parents who don't trust expert advice on vaccines |5.725093907895992e+17|http://lat.ms/1vUFunE
61|||Mon Mar 02 21:11:02 +0000 2015|[]|Vaccine-wary parents pressure doctors to delay vaccines, and many go along despite serious reservations |5.725044079270789e+17|http://lat.ms/1vUFunE
62|||Mon Mar 02 19:50:24 +0000 2015|[]|RT @LATerynbrown: Coming home after treating Ebola patients has its challenges, volunteer doctor says |5.7248411564108186e+17|http://lat.ms/1Ck3GBZ
63|||Mon Mar 02 17:01:37 +0000 2015|[]|T @renelynch: Diet is only one part of the Primal lifestyle, @Mark_Sisson told me http://lat.ms/1vLRveV Read more about his quest for hea…|5.724416402893537e+17|http://lat.ms/1vLRveV
64|||Sun Mar 01 02:00:24 +0000 2015|[]|Wind tunnel experiments reveal the REAL reason you have eyelashes: |5.718524547547218e+17|http://lat.ms/1wyKEkd
65|||Sat Feb 28 23:05:05 +0000 2015|['#Ebola']|inical trial of Ebola drug ZMapp now underway in Liberia. Only some of the study participants will get it. |5.718083356804383e+17|http://lat.ms/1C9s3Cj
66|||Sat Feb 28 19:45:27 +0000 2015|[]|Better late than never? US @NIAIDNews begins clinical trial of ZMapp in Liberia. |5.717580943735603e+17|http://lat.ms/1C9s3Cj
67|||Sat Feb 28 14:06:27 +0000 2015|[]|Getting primal with Mark Sisson |5.716727855896863e+17|http://lat.ms/1DDdqFk
68|||Sat Feb 28 14:00:35 +0000 2015|[]|A brief timeline shows how we're gluttons for diet fads |5.716713056756695e+17|http://lat.ms/1aBjQuZ
69|||Fri Feb 27 21:05:05 +0000 2015|[]|Innovative sunglasses are a sight for active eyes |5.7141575028547174e+17|http://lat.ms/1awBS1x
70|||Fri Feb 27 19:34:35 +0000 2015|[]|Angels' Mike Trout stays one of baseball's best the old way: lots of work |5.7139297382649856e+17|http://lat.ms/1aw7Lay
71|||Fri Feb 27 17:19:05 +0000 2015|[]|Avatars often reflect a reality about their creators, study finds |5.7135887487317606e+17|http://lat.ms/1avtEqC
72|||Thu Feb 26 19:12:11 +0000 2015|[]|"The ""love hormone"" oxytocin kills alcohol's buzz--who knew? Maybe a treatment for alcoholism &amp; other addictions? "|5.710249499866358e+17|http://lat.ms/1E0wM9X
73|||Thu Feb 26 19:08:50 +0000 2015|[]|Emulsifiers are everywhere in prepared food. A new study says they may cause colitis, pre-diabetes and obesity. |5.7102410503151206e+17|http://lat.ms/180IHqp
74|||Sat Feb 21 13:02:44 +0000 2015|[]|Workout on a Gyrotonic tower gives body what it longs for |5.691200353414062e+17|http://lat.ms/19PKxvy
75|||Fri Feb 20 22:12:36 +0000 2015|[]|Once shunned, Greg LeMond returns to biking world and road to success |5.688960257687798e+17|http://lat.ms/19LV3UA
76|||Fri Feb 20 19:03:12 +0000 2015|[]|'Forest bath' is way to let nature cleanse away stress |5.6884836148842906e+17|http://lat.ms/19KVS03
77|||Fri Feb 20 17:22:39 +0000 2015|[]|Let go of stress by creating your own spa environment |5.688230573279191e+17|http://lat.ms/1CUX76i
78|||Fri Feb 20 05:36:49 +0000 2015|[]|RT @latimesscience: UCLA superbug outbreak: Why the medical scope used is hard to disinfect |5.686454296020705e+17|http://lat.ms/19G6a1p
79|||Fri Feb 20 04:17:12 +0000 2015|[]|Solstice Canyon hike in Malibu takes in ruins of old estate |5.686253918012293e+17|http://lat.ms/1CQYG5o
80|||Thu Feb 19 20:13:11 +0000 2015|[]|Gluten-free baking from Kristine Kidd |5.685035854423941e+17|http://lat.ms/19EfoLN
81|||Thu Feb 19 01:45:11 +0000 2015|[]|Pot can change a brain circuit from being one that tells the body it's full to one that tells it to keep eating. |5.6822474788613325e+17|http://lat.ms/1vGBce0
82|||Wed Feb 18 23:10:31 +0000 2015|[]|Scientists use genetic engineering to thwart HIV with a big fake-out. Here's how: |5.6818582329800294e+17|http://lat.ms/1MxNUXg
83|||Wed Feb 18 21:49:48 +0000 2015|['#ucla', '#usc', '#meditation']|RT @mmacvean: Some ucla usc research on meditation. Helps sleep? Have you tried it? |5.681655096419656e+17|http://lat.ms/1vGNvqP
84|||Wed Feb 18 21:45:25 +0000 2015|[]|THIS is why marijuana is bad for your diet. Thank the stoned mice @Yale who helped researchers figure it out |5.6816440640160154e+17|http://lat.ms/1vGBce0
85|||Wed Feb 18 20:16:01 +0000 2015|[]|Scientists fight HIV by passing the immune system. Instead, they use gene therapy to create decoy molecules |5.681419080543068e+17|http://lat.ms/1MxNUXg
86|||Wed Feb 18 19:31:05 +0000 2015|[]|Gene therapy technique functions like an effective HIV vaccine in monkeys. via @Nature |5.681306030209188e+17|http://lat.ms/1MxNUXg
87|||Wed Feb 18 19:13:01 +0000 2015|[]|Dozens of stoned lab mice help scientists trace the origins of the munchies. @Nature via @DeborahNetburn |5.68126056093356e+17|http://lat.ms/1vGBce0
88|||Wed Feb 18 18:50:58 +0000 2015|[]|HIV researchers say a gene therapy technique protects monkeys from infection, via @Nature |5.681205052214272e+17|http://lat.ms/1MxNUXg
89|||Tue Feb 17 02:45:10 +0000 2015|[]|A simple diet with just one rule worked about as well as the effective - but complicated - @American_Heart diet |5.675150668668682e+17|http://lat.ms/19pvgS7
90|||Tue Feb 17 02:10:12 +0000 2015|[]|If you can eat 30 grams of fiber per day, you can lose weight. That's what happened in this @AnnalsofIM study |5.675062681817825e+17|http://lat.ms/19pvgS7
91|||Mon Feb 16 23:20:13 +0000 2015|[]|When it comes to dieting, simple advice can be effective, @AnnalsofIM study shows |5.674634887597916e+17|http://lat.ms/19pvgS7
92|||Mon Feb 16 23:20:09 +0000 2015|[]|Detailed diet rules produced only slightly better results than a much simpler alternative in new study |5.6746347079981466e+17|http://lat.ms/19pvgS7
93|||Mon Feb 16 23:12:43 +0000 2015|[]|Trying to lose weight? Try eating more fiber. Here's why: |5.6746160136914944e+17|http://lat.ms/19pvgS7
94|||Mon Feb 16 23:03:58 +0000 2015|[]|When less is more: Advice on losing weight. Simple diet worked about as well as complicated one. @AnnalsofIM |5.6745939887302246e+17|http://lat.ms/19pvgS7
95|||Mon Feb 16 19:09:06 +0000 2015|[]|Meditation booms as people seek a way to slow down |5.674002957353656e+17|http://lat.ms/1CAUHJW
96|||Sat Feb 14 17:03:08 +0000 2015|[]|Anna Kendrick seeks pitch-perfect balance of work, workouts and sleep |5.666438195132621e+17|http://lat.ms/1CsyNsl
97|||Sat Feb 14 02:15:29 +0000 2015|[]|"Sad, but perhaps true: ""Few individuals ever truly recover from obesity."" Expert opinion in @TheLancetEndo "|5.664204342212813e+17|http://lat.ms/1zAY4fj
98|||Fri Feb 13 23:14:51 +0000 2015|[]|The truth about overcoming obesity is utterly grim. But someone had to say it. |5.6637497390924595e+17|http://lat.ms/19f0gnF
99|||Fri Feb 13 22:50:08 +0000 2015|[]|"Once you are fat, ""body weight seems to become biologically 'stamped in' and defended."" "|5.66368753190187e+17|http://lat.ms/1zAY4fj
100|||Fri Feb 13 21:03:34 +0000 2015|[]|Acid reflux raises serious health concerns |5.663419373349765e+17|http://lat.ms/1CoY5HM
101|||Fri Feb 13 20:05:37 +0000 2015|[]|Some heavy-hitting doctors debunk the idea that diet &amp; exercise alone can solve the obesity crisis. In @TheLancetEndo |5.663273515341701e+17|http://lat.ms/1zAY4fj
102|||Fri Feb 13 18:22:45 +0000 2015|[]|"dvice to ""eat less, move more"" is not enough to make obese people slim, experts argue in @TheLancetEndo "|5.66301467188138e+17|http://lat.ms/1zAY4fj
103|||Fri Feb 13 18:07:05 +0000 2015|[]|Little innovations make a big difference for riders |5.6629752292719e+17|http://lat.ms/1Co84gE
104|||Fri Feb 13 02:00:27 +0000 2015|[]|Does your dog know how you're feeling? Perhaps so! They passed this emotional fluency test in Austria |5.660542634416046e+17|http://lat.ms/1CjU6w3
105|||Thu Feb 12 22:55:18 +0000 2015|[]|Study identifies more diseases that cause smokers to die: breast &amp; prostate cancer, hypertension, kidney failure |5.6600766833545626e+17|http://lat.ms/1CiC3nt
106|||Thu Feb 12 21:13:38 +0000 2015|[]|RT @LATkarenkaplan: Can you tell which face is angry and which is sad? Dogs can. via @CurrentBiology http://lat.ms/1CjU6w3 |5.659820827329413e+17|http://lat.ms/1CjU6w3
107|||Thu Feb 12 19:50:27 +0000 2015|[]|Estimate of 480,000 smoking deaths per year understates the true toll of cigarettes in America, via @NEJM |5.6596114782080614e+17|http://lat.ms/1CiC3nt
108|||Thu Feb 12 18:15:17 +0000 2015|[]|How to stop a stroke in its tracks? Go in and grab the clot blocking blood flow to brain. |5.659372000981811e+17|http://lat.ms/1E4QxKi
109|||Thu Feb 12 17:05:37 +0000 2015|[]|The health benefits of alcohol consumption are more limited than previously thought, researchers say |5.659196651560059e+17|http://lat.ms/1yhOMEP
110|||Thu Feb 12 02:15:15 +0000 2015|[]|nintended consequence of better federal oversight for organ transplants: Fewer hearts are actually transplanted? |5.656955994762322e+17|http://lat.ms/16SLUYm
111|||Wed Feb 11 23:14:57 +0000 2015|[]|Smoking is even more deadly than you think. So says this special report in @NEJM |5.656502259569336e+17|http://lat.ms/1CiC3nt
112|||Wed Feb 11 23:10:26 +0000 2015|[]|44%: The proportion of available donor hearts transplanted into patients in 1995. 29%: Equivalent figure for 2006. |5.656490896696279e+17|http://lat.ms/16SLUYm
113|||Wed Feb 11 20:10:25 +0000 2015|[]|With more patients in need of heart transplants, you might more donor hearts would be accepted by doctors. But .... |5.6560378686212096e+17|http://lat.ms/16SLUYm
114|||Wed Feb 11 19:15:42 +0000 2015|[]|L'chaim. Sante. Salud. But only women ages 65 or older can truly drink to their health, study finds |5.6559001463424205e+17|http://lat.ms/1yhOMEP
115|||Wed Feb 11 18:05:05 +0000 2015|[]|Good news: Health benefits of drinking are real. Bad news: Only for women ages 65 and older. Study in @BMJ_Open |5.6557224422803866e+17|http://lat.ms/1yhOMEP
116|||Wed Feb 11 17:59:08 +0000 2015|[]|Drink to your health? Only if you're a woman who's at least 65 years old, says study in @BMJ_Open |5.65570746135892e+17|http://lat.ms/1yhOMEP
117|||Wed Feb 11 17:51:19 +0000 2015|[]|d fact about heart transplants: Only 32% of available donor hearts find their way into patients. |5.655687793554268e+17|http://lat.ms/16SLUYm
118|||Wed Feb 11 01:50:20 +0000 2015|[]|Fed-up doctors who drop unvaccinated patients are at odds with @AmerAcadPeds. |5.653269418937098e+17|http://lat.ms/1CdUfPb
119|||Tue Feb 10 23:00:45 +0000 2015|[]|Vaccine ultimatum resulted in 50-100 additional kids getting MMR, says pediatrician who used it |5.652842648001782e+17|http://lat.ms/1CdUfPb
120|||Tue Feb 10 19:50:13 +0000 2015|[]|ients who are not vaccinated are presenting a clear and present danger, says a pediatrician who won't see them |5.652363157345444e+17|http://lat.ms/1CdUfPb
121|||Tue Feb 10 19:23:05 +0000 2015|[]|Smartphone apps keep pace with costly fitness trackers |5.6522948382570086e+17|http://lat.ms/1IN4nHD
122|||Tue Feb 10 18:35:14 +0000 2015|[]|In the battle of the fitness trackers, @Nike's Fuelband was worst (by far). Study by @miteshpatel in @JAMA_current |5.6521744291045786e+17|http://lat.ms/1A9pqA4
123|||Tue Feb 10 18:00:57 +0000 2015|[]|Which pedometer is best? @fitbit's One and Zip models were most consistently accurate in this @JAMA_current study |5.652088151180616e+17|http://lat.ms/1A9pqA4
124|||Tue Feb 10 17:50:56 +0000 2015|[]|Can't afford a Fitbit? Free smartphone apps are just about as good, @JAMA_current report says |5.652062963672187e+17|http://lat.ms/1A9pqA4
125|||Tue Feb 10 17:32:18 +0000 2015|[]|Some pediatricians have run out of patience with anti-vax parents &amp; drop them as patients |5.652016059777024e+17|http://lat.ms/1CdUfPb
126|||Tue Feb 10 02:45:21 +0000 2015|[]|ong teens using contraception, researchers @USC &amp; @Harvard found no link between Gardasil and risk of STIs |5.649783985909473e+17|http://lat.ms/1vAS8YT
127|||Tue Feb 10 02:10:06 +0000 2015|[]|eens vaccinated against HPV got more sexually transmitted infections, but so did teens who weren't vaccinated |5.649695259476664e+17|http://lat.ms/1vAS8YT
128|||Tue Feb 10 00:01:00 +0000 2015|[]|Parents can breathe easy: HPV vaccine does not make teens more likely to have sex. via @JAMAInternalMed |5.6493703992652595e+17|http://lat.ms/1vAS8YT
129|||Mon Feb 09 23:33:02 +0000 2015|[]|For teen girls, getting older is a risk factor for STIs. HPV vaccine isn't. Data in @JAMAInternalMed |5.649299996530729e+17|http://lat.ms/1vAS8YT
130|||Mon Feb 09 22:30:24 +0000 2015|[]|"RT @LATerynbrown: Measles parties in California? Via @KQEDhealth http://bit.ly/1Dd573M . Reminds me of ""pox parties"" from 20"|5.649142386120622e+17|http://bit.ly/1Dd573M
131|||Sat Feb 07 20:10:12 +0000 2015|[]|Smartphone-based diagnostic lab costs $34; desktop version costs $18,450 |5.6415418032429466e+17|http://lat.ms/1zgOFJU
132|||Sat Feb 07 16:55:05 +0000 2015|[]|"This @Columbia invention certainly parts the ""smart"" in smartphone! "|5.641050786307932e+17|http://lat.ms/1zgOFJU
133|||Sat Feb 07 13:03:33 +0000 2015|[]|Snow Summit ski school at Big Bear turns out more confident skiers |5.640468099793142e+17|http://lat.ms/1xHnuau
134|||Sat Feb 07 02:50:05 +0000 2015|[]|"On Brian Williams: ""Memory is prone to error and distortion,"" says @Harvard psychologist Daniel Schacter "|5.6389242682241024e+17|http://lat.ms/1KpNIal
135|||Sat Feb 07 02:01:18 +0000 2015|[]|On a 10-point stress scale, low-income folks average 5.2 while higher-income folks average only 4.7. |5.638801507446948e+17|http://lat.ms/1CBtIQW
136|||Sat Feb 07 00:35:11 +0000 2015|[]|Lightweight, low-power smartphone device was 100% accurate in diagnosing HIV in Rwanda field tests. |5.638584777902858e+17|http://lat.ms/1zgOFJU
137|||Sat Feb 07 00:23:21 +0000 2015|[]|Need to diagnose a case of HIV in remote Rwanda? @Columbia engineers have an app for that!  |5.6385549722558464e+17|http://lat.ms/1zgOFJU
138|||Sat Feb 07 00:11:19 +0000 2015|[]|"Memory expert @eloftus1 on @BWilliams: ""This could easily be the development of a false memory."" "|5.638524706409718e+17|http://lat.ms/1KpNIal
139|||Fri Feb 06 23:01:15 +0000 2015|[]| makes Americans stressed out? Money, work, family responsibilities and health concerns. (Sound familiar?) |5.6383483914593894e+17|http://lat.ms/1CBtIQW
140|||Fri Feb 06 22:34:03 +0000 2015|[]|Vromage makes an art out of vegan cheeses made with nut milks |5.638279946118226e+17|http://lat.ms/1Ik7tmg
141|||Fri Feb 06 22:06:11 +0000 2015|[]|Howie Mandel runs to be calm, works to help others with A-fib |5.638209782207201e+17|http://lat.ms/1IjY3qN
142|||Fri Feb 06 19:51:25 +0000 2015|[]|Vegan January was full of good food and wise lessons |5.637870665808036e+17|http://lat.ms/1xBNvba
143|||Fri Feb 06 19:50:06 +0000 2015|[]|The gender gap in stress -- 38% of men and 49% of women say money worries stress them out. |5.6378673151504384e+17|http://lat.ms/1CBtIQW
144|||Fri Feb 06 17:37:52 +0000 2015|[]|"America suffers from a ""stress inequality gap,"" much of it due to income inequality.  "|5.637534574806303e+17|http://lat.ms/1CBtIQW
145|||Thu Feb 05 23:10:27 +0000 2015|[]|Doctors inadvertently demonstrate how fecal transplants might help with weight loss. |5.634747649213153e+17|http://lat.ms/18SsTHc
146|||Thu Feb 05 22:54:58 +0000 2015|[]|Fecal transplant cures c. diff infection, but it may have caused this woman to gain 40 pounds ... |5.634708670539571e+17|http://lat.ms/18SsTHc
147|||Thu Feb 05 03:00:24 +0000 2015|[]|When it comes to vaccines, random online comments can be just as persuasive as information from the @CDCgov |5.6317024518434e+17|http://lat.ms/1F7zeca
148|||Thu Feb 05 02:05:04 +0000 2015|[]|The good: People believed @CDCgov's advice about vaccines. The bad: They also believed random online comments |5.631563214707999e+17|http://lat.ms/1F7zeca
149|||Thu Feb 05 01:25:08 +0000 2015|[]|Brain signals hint at why drug addicts make bad choices, via @LATsciguy |5.6314626926759526e+17|http://lat.ms/1DHg7Vq
150|||Thu Feb 05 01:20:21 +0000 2015|[]|ouble whammy for cocaine addicts: The drug alters brain circuits that help us learn from our mistakes |5.631450657246454e+17|http://lat.ms/1DHg7Vq
151|||Thu Feb 05 00:38:34 +0000 2015|[]|Clever produce snacks can turn a school bake sale into an UnBake Sale |5.631345523154084e+17|http://lat.ms/1I4qc4U
152|||Thu Feb 05 00:35:40 +0000 2015|[]|On the Internet, the @CDCgov and random online commenters can be equally persuasive about vaccines |5.631338230144164e+17|http://lat.ms/1F7zeca
