|author|contents|date|tags|title|tweetid|url
37|||Mon Mar 30 14:15:33 +0000 2015||The Doc-Fix Back Story: How Boehner And Pelosi Made A Deal |5.825467085188383e+17|http://khne.ws/1Cpg9lv
38|||Fri Mar 27 18:09:47 +0000 2015||Many people who are entitled to big #Obamacare subsidies opt against coverage. Here's why:  |5.815184932936581e+17|http://khne.ws/1F1FEdw
39|||Fri Mar 27 15:44:39 +0000 2015||Has your insurance company denied you #mentalhealth care that you felt you needed? Tell @JennyAGold about it: |5.8148196813679e+17|http://khne.ws/1FTAB07
40|||Fri Mar 27 15:16:48 +0000 2015||We run down the latest on the #DocFix:  Who voted against it? http://khne.ws/1NikyeG|5.814749609060229e+17|http://khne.ws/1NikrzM
41|||Thu Mar 26 19:37:38 +0000 2015||Today's cartoon:  |5.811782123210097e+17|http://khne.ws/1916tDl
42|||Thu Mar 26 18:33:02 +0000 2015||The House has passed a bill to fix Medicare's doctor payments. What's next and what's in it?  |5.811619556851712e+17|http://khne.ws/1AvJck8
43|||Thu Mar 26 17:02:49 +0000 2015||High-Deductible Plans Bring Lower Costs Now, But Will They Bring Pricey Problems?  |5.811392518378578e+17|http://khne.ws/1xiy1zp
44|||Thu Mar 26 15:11:46 +0000 2015||Running down what's in the House #docfix proposal:  http://ow.ly/i/a6zwL|5.811113045947843e+17|http://khne.ws/1AvJck8
45|||Thu Mar 26 14:28:07 +0000 2015||Employer wellness incentives are at an all-time high |5.811003213484442e+17|http://khne.ws/1FWMGBE
46|||Thu Mar 26 14:26:09 +0000 2015||What you need to know about today's #DocFix vote: |5.810998263996006e+17|http://khne.ws/1IyPox6
47|||Thu Mar 26 14:24:28 +0000 2015||House Republicans have approved their budget blueprint. Here's what's in it: |5.810994015878922e+17|http://khne.ws/1FWMtOW
48|||Wed Mar 25 17:09:48 +0000 2015||Stark Raving Mad?  |5.807786231346463e+17|http://khne.ws/1DZLy10
49|||Wed Mar 25 16:58:23 +0000 2015||If you got our Morning Briefing -- here's what you'd get delivered every morning:  Signup: http://khne.ws/1x5V0N9|5.807757469579059e+17|http://khne.ws/1y7adti
50|||Wed Mar 25 14:01:25 +0000 2015||What's in the House's proposal to fix #Medicare payments to doctors? |5.807312132976886e+17|http://khne.ws/1AvJck8
51|||Wed Mar 25 13:59:21 +0000 2015||Obama getting behind quality, not quantity in health care: |5.807306941015736e+17|http://khne.ws/1xyvgKK
52|||Wed Mar 25 13:56:57 +0000 2015||Latest on GOP budget vote and a fix to how #Medicare pays doctors: |5.807300879197594e+17|http://khne.ws/1Gl9TOu
53|||Tue Mar 24 18:59:31 +0000 2015||RT @JennyAGold: Has your insurance company denied you #mentalhealth care that you felt you needed? Tell us about it: |5.80443845923627e+17|http://khne.ws/1FTAB07
54|||Tue Mar 24 17:20:56 +0000 2015||Could #Obamacare's first tax season mean delayed refunds for Americans? |5.804190378024714e+17|http://khne.ws/19hWI3A
55|||Tue Mar 24 15:32:01 +0000 2015||Even In Female Dominated Nursing, Men Earn More, @Jrovner reports:  #nurse |5.803916243472425e+17|http://khne.ws/1FA9AjP
56|||Tue Mar 24 14:47:01 +0000 2015||This is a complicated #tax season for many people, thanks to #Obamacare. @mandrews110 runs down what it means: |5.803803005109084e+17|http://khne.ws/1HzeZbC
57|||Tue Mar 24 13:43:10 +0000 2015||Ted Cruz Launches Campaign With Call To Abolish Health Law |5.803642350473748e+17|http://khne.ws/1FzDmoS
58|||Tue Mar 24 13:42:17 +0000 2015||Study: Half Of Households Getting Subsidies May Have To Repay IRS |5.803640118977823e+17|http://khne.ws/1NaW4lK
59|||Mon Mar 23 21:20:04 +0000 2015||Hitting a Brick Wall: |5.801168261573878e+17|http://khne.ws/1Fw1lVM
60|||Mon Mar 23 20:50:38 +0000 2015||What�s In The House's Proposal To Fix Medicare's Payments To Doctors?  |5.801094206438113e+17|http://khne.ws/1AvJck8
61|||Mon Mar 23 20:48:13 +0000 2015||Study: Depression and related ailments take a $ toll on the workplace, @LVGillespie reports:  |5.8010881329596e+17|http://khne.ws/1DQkD7O
62|||Fri Mar 20 17:52:50 +0000 2015||Broken Dreams? |5.78977511415128e+17|http://khne.ws/1FN8v6R
63|||Fri Mar 20 17:42:57 +0000 2015||The health law hasn't resulted in fewer employees getting coverage through their employer, a new study says: |5.789750246919619e+17|http://khne.ws/1GzE2rk
64|||Fri Mar 20 15:51:45 +0000 2015|||5.789470416546775e+17|
65|||Thu Mar 19 18:36:09 +0000 2015||�Locked Up?� |5.786260275235676e+17|http://khne.ws/18LOctw
66|||Thu Mar 19 17:12:19 +0000 2015||The battle over a dementia drug could mean consequences for patients and drug makers:  |5.786049285301371e+17|http://khne.ws/1C0Kk3A
67|||Thu Mar 19 16:36:56 +0000 2015||RT @jordanrau: At @ReportingHealth webinar we spill the secrets of reporting on ACOs, etc. today at 1 pm |5.785960226933105e+17|http://www.reportingonhealth.org/content/biggest-healthcare-revolution-youve-never-heard-changing-how-we-pay-care
68|||Thu Mar 19 16:36:35 +0000 2015||RT @JennyAGold: ICYMI: Blue Shield of California Loses Its State Tax Exemption, @JennyAGold reports: |5.785959338705142e+17|http://khne.ws/1CuCIqr
69|||Thu Mar 19 15:03:46 +0000 2015||Most want Congress to step in if #SCOTUS strikes down some #Obamacare subsidies:  |5.785725762863309e+17|http://khne.ws/1BSNhBU
70|||Thu Mar 19 14:57:51 +0000 2015||A fight over abortion funding is blocking a bill on human trafficking -- |5.785710906472489e+17|http://khne.ws/1MNcLVY
71|||Wed Mar 18 22:51:41 +0000 2015||Blue Shield of California Loses Its State Tax Exemption, @JennyAGold reports: |5.783279441054761e+17|http://khne.ws/1CuCIqr
72|||Wed Mar 18 17:41:20 +0000 2015||Many Along Texas Border Still Live Without Clean, Safe Water, from our partners @TexasTribune: |5.78249844638253e+17|http://khne.ws/1bfCicX
73|||Wed Mar 18 13:56:46 +0000 2015||The latest health policy news delivered to your email each morning. Today's:  Sign up here: http://khne.ws/1x5V0N9|5.781933293865779e+17|http://khne.ws/1xeoI3M
74|||Wed Mar 18 13:54:31 +0000 2015||Medicaid expansion hopes live on in Montana, Kansas, Nebraska and Alaska: |5.781927633694433e+17|http://khne.ws/1LtZ5Sz
75|||Wed Mar 18 13:53:11 +0000 2015||The House GOP budget plan: Medicare and Medicaid cuts; #Obamacare repeal: |5.781924276783186e+17|http://khne.ws/1AYY3CY
76|||Tue Mar 17 17:25:27 +0000 2015||Rural hospitals struggle to stay afloat after #Obamacare cut some payments to them:  |5.778834555952251e+17|http://khne.ws/1xbJBws
77|||Mon Mar 16 18:35:18 +0000 2015||Outrageous fortune:  |5.775386471146742e+17|http://khne.ws/1wRcLR6
78|||Mon Mar 16 17:21:23 +0000 2015||The health law has helped insure 16.4 million, a new report says:  |5.775200475700716e+17|http://khne.ws/1BpKhZV
79|||Mon Mar 16 15:34:59 +0000 2015||FAQ: Could Congress Be Ready To Fix Medicare Pay For Doctors? #docfix |5.774932715401462e+17|http://khne.ws/1AvJck8
80|||Mon Mar 16 13:59:39 +0000 2015||Hospitals face pain if #SCOTUS rules against #Obamacare tax subsidies: |5.774692767869215e+17|http://khne.ws/1GLI67y
81|||Mon Mar 16 13:58:23 +0000 2015||House Leaders Pursue Deal To Change Medicare's Payment Formula For Doctors |5.774689587664282e+17|http://khne.ws/1BJiFmg
82|||Mon Mar 16 13:57:11 +0000 2015||Republicans will unveil their budget plans this week. Here's what to expect: |5.774686592847053e+17|http://khne.ws/18Sj6jU
83|||Fri Mar 13 19:30:50 +0000 2015||Friday funny: |5.764654594171249e+17|http://khne.ws/1EioS9L
84|||Fri Mar 13 17:05:04 +0000 2015||3 million Californians remain uninsured. Some are asking counties to step in to care for them:  http://ow.ly/i/90oMD|5.764287758539571e+17|http://khne.ws/1FiVwts
85|||Fri Mar 13 15:25:42 +0000 2015||Do you have medical debt? A new agreement could keep some of it off your credit report:  |5.764037718041395e+17|http://khne.ws/19gMa5A
86|||Fri Mar 13 15:22:07 +0000 2015||Do you have medical debt? A new agreement could keep some of it off your credit report: |5.764028686951424e+17|http://khne.ws/19gMa5A
87|||Fri Mar 13 14:39:05 +0000 2015||#Medicaid expansion blocked in #Alaska and #Missouri: |5.76392038272385e+17|http://khne.ws/1EGLJyu
88|||Fri Mar 13 14:37:42 +0000 2015||Support grows to let pregnant women enroll in health insurance anytime: |5.763916892391465e+17|http://khne.ws/1Cc93SL
89|||Thu Mar 12 17:30:21 +0000 2015||One stop health care shops in #Florida appeal to Latino populations:  http://ow.ly/i/8ZmPi|5.7607275155705446e+17|http://khne.ws/1EeTXLy
90|||Thu Mar 12 17:05:08 +0000 2015||Will #Missouri make people work in order to qualify for an expanded #Medicaid? |5.7606640414480384e+17|http://khne.ws/1EeTnNT
91|||Thu Mar 12 16:55:39 +0000 2015||Do you get our daily email every morning running down the top health care policy news? Today's: |5.760640171622195e+17|http://khne.ws/1FSQ3I1
92|||Thu Mar 12 13:43:46 +0000 2015||The patient was dying and she knew it. How far does doctor empathy go?  |5.760157311642296e+17|http://khne.ws/1B8jrFA
93|||Thu Mar 12 13:36:58 +0000 2015||The latest in how lawmakers are proposing to fix #Medicare doctor pay: |5.760140188649472e+17|http://khne.ws/1F2NBjH
94|||Thu Mar 12 13:35:43 +0000 2015||What will Republican governors do if #SCOTUS strikes down some #Obamacare insurance subsidies? |5.760137036000584e+17|http://khne.ws/1HJPth8
95|||Wed Mar 11 20:35:15 +0000 2015||Deeper dive from @EricReporter on #Montana's lawmakers killing a #Medicaid expansion: |5.757568968686551e+17|http://khne.ws/1EZ1VJQ
96|||Wed Mar 11 20:13:35 +0000 2015||Why don't mental health providers get $ incentives for making their electronic health records digital? |5.757514422895534e+17|http://khne.ws/1EAuhf2
97|||Wed Mar 11 13:47:18 +0000 2015||GOP Legislators Officially Kill #Montana Gov.'s Medicaid Expansion Plan: |5.756542317278249e+17|http://khne.ws/1HBIJlb
98|||Wed Mar 11 13:42:36 +0000 2015||Report: About 11.7 Million Americans Signed Up Or Re-Enrolled For Obamacare Coverage |5.756530492067103e+17|http://khne.ws/1BqFImV
99|||Tue Mar 10 21:21:48 +0000 2015||FDA Heads Into Uncharted Territory Of �Biosimiliar� Drugs |5.754062199696097e+17|http://khne.ws/1C2GaZ2
100|||Tue Mar 10 20:50:06 +0000 2015||You don't always get to choose which hospital you go to, but it might make a difference in how satisfied you are: |5.753982455994204e+17|http://khne.ws/1Bszf9R
101|||Tue Mar 10 20:06:45 +0000 2015||Cartoon: �Side Effects Accrued?� |5.7538733390791066e+17|http://khne.ws/1Bobykn
102|||Tue Mar 10 17:43:39 +0000 2015||Can your boss make you take the company health insurance? |5.753513237108531e+17|http://khne.ws/1E3vyWK
103|||Tue Mar 10 17:43:06 +0000 2015||Were you satisfied with your experience at the hospital? Check our tool out to see if you were alone: |5.753511858189189e+17|http://khne.ws/1Bszf9R
104|||Tue Mar 10 13:54:46 +0000 2015||How did your hospital do on satisfying patients? Our new tool shows you: |5.752937203728466e+17|http://khne.ws/1Bszf9R
105|||Tue Mar 10 12:29:54 +0000 2015||RT @jordanrau: Wut? You want the longest possible story on hospital patient satisfaction? Ok.  via @khnews|5.7527236387026125e+17|http://khne.ws/1FB35Kd
106|||Mon Mar 09 15:38:13 +0000 2015||RT @susanjaffe: No more dead docs: Feds say docs listed in-network must be alive &amp; taking new patients: |5.749573702767698e+17|http://khne.ws/1KLwiZi
107|||Fri Mar 06 19:11:50 +0000 2015||Star Struck? |5.739239620418642e+17|http://khne.ws/1McB2mr
108|||Fri Mar 06 18:55:32 +0000 2015||Electronic medical records aren't exactly drag and drop -- |5.73919862264832e+17|http://khne.ws/1Flltq9
109|||Fri Mar 06 18:21:59 +0000 2015||Slightly More Latinos and African Americans Sign Up On California Exchange |5.739114166353224e+17|http://khne.ws/1CI4JMb
110|||Fri Mar 06 15:28:11 +0000 2015||RT @lauriemcginley2: Worth reading for lede anecdote alone: Digital Dilemma For Medicine: How To Share Records |5.7386768029129114e+17|http://khne.ws/1A0DnLq
111|||Thu Mar 05 15:29:01 +0000 2015||A ruling against some #Obamacare subsidies could have a disparate impact: |5.735055006183178e+17|http://khne.ws/1CBy3E2
112|||Thu Mar 05 15:27:48 +0000 2015||Each side is claiming victory in #SCOTUS' #Obamacare arguments: |5.735051963174052e+17|http://khne.ws/1DYN5le
113|||Wed Mar 04 21:45:23 +0000 2015||Surprises And Standing: Breaking Down Today�s Supreme Court Arguments |5.732378309373911e+17|http://khne.ws/1AKPo6I
114|||Wed Mar 04 19:37:36 +0000 2015||Arguments On Health Law�s Future Provide Few Clues About Supreme Court Decision, @Jrovner reports:|5.7320567220199834e+17|http://khne.ws/1BSVEjP
115|||Wed Mar 04 19:03:56 +0000 2015||Putting the hammer down? |5.731971988480737e+17|http://khne.ws/1DNNogc
116|||Wed Mar 04 18:49:00 +0000 2015||No Medicaid Expansion? No Problem For Many Safety-Net Hospital Profits |5.7319344024417485e+17|http://khne.ws/1BSSpJh
117|||Wed Mar 04 17:11:29 +0000 2015||BREAKING NEWS: Justices Raise Questions About Federal-State Balance, Plaintiffs� Standing |5.731689001432228e+17|http://khne.ws/18PvMJf
118|||Wed Mar 04 16:22:40 +0000 2015|||5.731566162138112e+17|
119|||Wed Mar 04 16:22:02 +0000 2015|||5.731564540158976e+17|
120|||Tue Mar 03 17:48:29 +0000 2015||RT @jrovner: if you'd rather watch than read, here's @SarahVarney4's excellent #KingvBurwell piece from @NewsHour |5.728158256541942e+17|http://to.pbs.org/1vYH47Y
121|||Tue Mar 03 16:22:12 +0000 2015||What�s At Stake As Health Law Lands At Supreme Court Again -- |5.727941102953472e+17|http://khne.ws/1GfTiwn
122|||Tue Mar 03 16:19:39 +0000 2015||Our @maryagnescarey and @Jrovner talk about what to expect as #Obamacare heads back to #SCOTUS: |5.7279346952730214e+17|http://khne.ws/1zEJu6V
123|||Tue Mar 03 16:18:24 +0000 2015||What talking points are the sides crafting for #SCOTUS #KingVBurwell arguments? |5.727931531551744e+17|http://khne.ws/1zVa24W
124|||Tue Mar 03 16:17:13 +0000 2015||Four little words -- |5.727928539167498e+17|http://khne.ws/1Kdwu3h
125|||Mon Mar 02 19:09:41 +0000 2015||5 Things To Know About The Supreme Court Case Challenging The Health Law |5.7247386891432755e+17|http://kaiserhealthnews.org/news/5-things-to-know-about-the-supreme-court-case-challenging-the-health-law/
126|||Mon Mar 02 19:06:56 +0000 2015||RT @maryagnescarey: @SarahVarney4 reports: The Extra Cost Of Extra Weight For Older Adults  via @khnews|5.7247317799919206e+17|http://khne.ws/1M22Hs1
127|||Mon Mar 02 18:22:07 +0000 2015||RT @heidi_demarco: PHOTO: My latest for @KHNews - When Health Care Is Far From Home  |5.7246190204503245e+17|http://khne.ws/1ALjtqa
128|||Mon Mar 02 17:52:37 +0000 2015||This town's biggest health care problem isn't insurance -- it's distance.  |5.7245447711614976e+17|http://kaiserhealthnews.org/news/when-health-care-is-far-from-home/
129|||Mon Mar 02 17:30:52 +0000 2015||The Extra Cost Of Extra Weight For Older Adults |5.724490032432456e+17|http://kaiserhealthnews.org/news/the-extra-cost-of-extra-weight-for-older-adults/
130|||Mon Mar 02 17:13:29 +0000 2015||More Than One In Four Foster Kids Miss Required Checkups |5.724446283828388e+17|http://kaiserhealthnews.org/news/more-than-one-in-four-foster-kids-miss-required-checkups/
131|||Fri Feb 27 21:59:02 +0000 2015||Internists Get A Break From Controversial Efforts To Bolster Performance |5.7142932743644365e+17|http://kaiserhealthnews.org/news/internists-get-a-break-from-controversial-efforts-to-bolster-performance/
132|||Fri Feb 27 21:23:41 +0000 2015||HHS Secretary Burwell Is Grilled About Health Law Contingency Plans |5.7142042776089805e+17|http://kaiserhealthnews.org/news/hhs-sec-burwell-faces-stiff-questioning-over-health-law-contingency-plans/
133|||Fri Feb 27 21:14:35 +0000 2015||5 Things To Know About The Supreme Court Case Challenging The Health Law |5.7141813735634534e+17|http://kaiserhealthnews.org/news/5-things-to-know-about-the-supreme-court-case-challenging-the-health-law/
134|||Thu Feb 26 19:45:57 +0000 2015||Payback time for many with #Obamacare insurance plans: |5.7103344781431194e+17|http://khne.ws/1LNljfa
135|||Thu Feb 26 18:00:08 +0000 2015||If #SCOTUS strikes down some of  #Obamacare's insurance subsidies, will it lead to  higher insurance prices? |5.7100681557356134e+17|http://khne.ws/1BBazz2
136|||Thu Feb 26 17:38:27 +0000 2015|||5.7100135975296205e+17|
137|||Wed Feb 25 22:09:56 +0000 2015||Kaiser Permanente Faulted Again For Mental Health Care Lapses In California, @JennyAGold reports: |5.707072917182136e+17|http://khne.ws/1EsUsmr
138|||Wed Feb 25 15:20:51 +0000 2015||HHS Sec. Burwell is warning there's no backup plan if #SCOTUS strikes down #Obamacare subsidies: |5.70604345294762e+17|http://khne.ws/18leMKy
139|||Wed Feb 25 15:19:58 +0000 2015||IRS Issues Reprieve To Those Who Filed Taxes Before Faulty Forms Were Detected |5.706041222123274e+17|http://khne.ws/18leCTx
140|||Tue Feb 24 21:23:54 +0000 2015||�Winner Take Fall?� |5.703333207366984e+17|http://khne.ws/1A44JPw
141|||Tue Feb 24 19:24:08 +0000 2015||$2.4M to sign up 42 people:|5.703031797594808e+17|http://khne.ws/1BOewji
142|||Tue Feb 24 16:26:49 +0000 2015||Art, gardens, wi-fi. Meh. Hospitals are pushing fancy flourishes, but patients are largely unimpressed: |5.702585574148383e+17|http://khne.ws/1vvrMr4
143|||Tue Feb 24 16:00:19 +0000 2015||RT @hereandnow: Is there enough oversight of in-home caregivers? @annagorman of @KHNews reports: |5.7025188584167834e+17|http://n.pr/1BHQXJ2
144|||Tue Feb 24 15:55:01 +0000 2015|||5.7025055583206195e+17|
145|||Tue Feb 24 15:44:22 +0000 2015||Almost 11 Million People Get Medicaid Under Health Law |5.702478733985096e+17|http://khne.ws/18hAZcq
146|||Tue Feb 24 15:43:13 +0000 2015||Survey: With Health Law's Help, Uninsured Rate Drops To Lowest Level In 7 Years |5.702475851491287e+17|http://khne.ws/1LCdcC9
147|||Mon Feb 23 20:37:24 +0000 2015||Seniors on Medicare are eligible for obesity counseling, so why aren't more of them using it? |5.699592320130089e+17|http://khne.ws/1wh8qGM
148|||Mon Feb 23 20:32:04 +0000 2015||Supreme Court Case May Be A Wake-Up Call For Republicans, @Jrovner reports: |5.6995789009995776e+17|http://khne.ws/1AD7RWn
149|||Mon Feb 23 18:05:58 +0000 2015||Obama administration says no to insurance plans without hospital coverage, @JayHancock1 reports:  #Obamacare|5.69921121291776e+17|http://khne.ws/1BHezgT
150|||Mon Feb 23 16:52:01 +0000 2015||Facing Obamacare Tax Penalty? You Have More Time To Enroll This Year |5.6990251227223654e+17|http://khne.ws/1JDbXF1
151|||Mon Feb 23 16:51:02 +0000 2015||Bad Tax Info From  Impacts 800,000 http://khne.ws/1wgfCTq|5.699022629544182e+17|http://Healthcare.gov
152|||Fri Feb 20 18:57:27 +0000 2015||UCLA's bacteria outbreak highlights the challenges behind curbing infections. @jordanrau examines: |5.688469120126198e+17|http://khne.ws/1vlMDwX
153|||Fri Feb 20 16:31:27 +0000 2015||Handful Of States Continuing Health Enrollment Efforts For Some Consumers -- |5.688101707568087e+17|http://khne.ws/1zTpmOa
154|||Fri Feb 20 16:20:41 +0000 2015||Did you get an #Obamacare tax shock? You have more time to get 2015 coverage to avoid the penalty next year: |5.688074633168077e+17|http://khne.ws/1F3sKdN
155|||Fri Feb 20 03:22:52 +0000 2015||Need a (late?) night laugh? |5.686117170155725e+17|http://khne.ws/1vkGOzC
156|||Thu Feb 19 18:24:13 +0000 2015||In The Medicare Bonus Round, The Winners Are�Small, Specialty Hospitals! |5.684761640560968e+17|http://khne.ws/1A9Y2Qw
157|||Thu Feb 12 21:12:15 +0000 2015||Thanks for joining us for our chat with @tmjennings and @JennyAGold of @KHNews on #BeingMortal. You can read it here: |5.6598173497481216e+17|http://khne.ws/19ceN3r
158|||Thu Feb 12 21:07:52 +0000 2015|||5.6598063246844314e+17|
159|||Thu Feb 12 21:05:14 +0000 2015||LIVE CHAT: Filmmaker @TmJennings tells us how making #BeingMortal impacted his own thinking about his mortality |5.659799684597801e+17|http://khne.ws/19ceN3r
160|||Thu Feb 12 21:02:45 +0000 2015||LIVE CHAT: For more on the discussion on palliative care and end-of-life issues read our stories here:  #BeingMortal|5.6597934534558515e+17|http://kaiserhealthnews.org/toward-a-better-end-palliative-care-hospice-and-end-of-life/
161|||Thu Feb 12 20:59:36 +0000 2015||LIVE CHAT: Having an advanced care directive can make a huge difference in end-of-life planning  #BeingMortal|5.659785517287629e+17|http://khne.ws/19ceN3r
162|||Thu Feb 12 20:54:43 +0000 2015||LIVE CHAT: What are the relative costs of palliative care vs. extended curative treatments?  #BeingMortal|5.659773209396019e+17|http://khne.ws/19ceN3r
163|||Thu Feb 12 20:49:41 +0000 2015||RT @frontlinepbs: LIVE CHAT: What role should hope play in end-of-life planning? #BeingMortal |5.6597605616818586e+17|http://to.pbs.org/1IVtdVN
164|||Thu Feb 12 20:47:37 +0000 2015||LIVE CHAT: A seriously ill patient can talk about their wishes for end-of-life while pursuing treatment  #BeingMortal|5.659755366742876e+17|http://khne.ws/19ceN3r
165|||Thu Feb 12 20:44:17 +0000 2015||LIVE CHAT: How docs reacted to being filmed having hard conversations with their patients about death  #BeingMortal|5.65974698090324e+17|http://khne.ws/19ceN3r
